NAME,RA,DE,SIGMA_RA,SIGMA_DE
J0118.8-2142,19.707,-21.708,0.03548046051488047,0.034541818746614356
J0120.4-2700,20.124,-27.015,0.020025068846670317,0.0209760979129529
J0120.4-2700,20.124,-27.015,0.020025068846670317,0.0209760979129529
J0120.4-2700,20.124,-27.015,0.020025068846670317,0.0209760979129529
J0121.8-3917,20.457,-39.286,0.06821101108580059,0.06600953562768078
J0122.8+3423,20.723,34.391,0.045950939447870036,0.04255010117051404
J0125.2-0627,21.316,-6.458,0.20771939059835648,0.12908392388620363
J0127.2+0325,21.81,3.423,0.05217767321001997,0.05189885244336681
J0127.4+5433,21.869,54.555,0.1321831647490434,0.15316857005625803
J0127.5+5634,21.894,56.569,0.10675819108204421,0.11641172124272074
J0127.6+4851,21.924,48.861,0.14352410076034972,0.11224006915565249
J0128.5+4430,22.129,44.507,0.12225342729246844,0.21447170523976278
J0131.2+6120,22.801,61.335,0.022000001147250092,0.022000001147250092
J0131.2+6120,22.801,61.335,0.022000001147250092,0.022000001147250092
J0132.1-5340,23.045,-53.674,0.14668075384052348,0.14237190990948165
J0132.6-1655,23.171,-16.918,0.04100000476520017,0.04100000476520017
J0132.6-1655,23.171,-16.918,0.04100000476520017,0.04100000476520017
J0133.2-4737,23.307,-47.62,0.2848276400502484,0.2132304180018035
J0133.3+5930,23.336,59.514,0.08858851949772313,0.10507652270484043
J0134.5+2638,23.63,26.638,0.06184560747468914,0.056294953183412856
J0134.5+2638,23.63,26.638,0.06184560747468914,0.056294953183412856
J0136.5+3905,24.131,39.096,0.013491808470622558,0.013526684112295117
J0136.5+3905,24.131,39.096,0.013491808470622558,0.013526684112295117
J0136.5+3905,24.131,39.096,0.013491808470622558,0.013526684112295117
J0137.0+4752,24.257,47.876,0.022007768525460915,0.022992567357777445
J0137.0+4752,24.257,47.876,0.022007768525460915,0.022992567357777445
J0137.0+4752,24.257,47.876,0.022007768525460915,0.022992567357777445
J0137.6-2430,24.415,-24.51,0.057998821106290795,0.054001266023156386
J0137.8+5813,24.458,58.232,0.033467533859336,0.030592886196401797
J0137.8+5813,24.458,58.232,0.033467533859336,0.030592886196401797
J0138.5-4612,24.649,-46.204,0.06090359546875155,0.0611126242433662
J0141.4-0929,25.367,-9.485,0.03426758477687889,0.03180774646343435
J0141.4-0929,25.367,-9.485,0.03426758477687889,0.03180774646343435
J0143.7-5845,25.929,-58.766,0.03498966901983404,0.03101166160732634
J0143.7-5845,25.929,-58.766,0.03498966901983404,0.03101166160732634
J0144.6+2705,26.157,27.089,0.020950544227377476,0.02005180197603199
J0144.6+2705,26.157,27.089,0.020950544227377476,0.02005180197603199
J0144.6+2705,26.157,27.089,0.020950544227377476,0.02005180197603199
J0145.1-2732,26.292,-27.534,0.055847877398633713,0.058198069102260726
J0145.1-2732,26.292,-27.534,0.055847877398633713,0.058198069102260726
J0149.6+4846,27.421,48.769,0.10199782637427572,0.10815011075290563
J0152.6+0148,28.162,1.808,0.03743549624847642,0.03959272544843174
J0154.0+0824,28.51,8.41,0.028107683528388175,0.028895644355782592
J0154.0+0824,28.51,8.41,0.028107683528388175,0.028895644355782592
J0154.1+4642,28.535,46.702,0.1815813790249547,0.17101520526783293
J0154.9+4433,28.737,44.554,0.051905344535126956,0.05109633825301962
J0156.5-2423,29.128,-24.392,0.10078190795558213,0.11414468439683968
J0156.5-2423,29.128,-24.392,0.10078190795558213,0.11414468439683968
J0157.0-5301,29.251,-53.027,0.0457220265392118,0.04329545498482195
J0157.9-4615,29.481,-46.26,0.13594380145698598,0.11130267157772378
J0158.6+0102,29.673,1.041,0.07072132441884238,0.06736834561122956
J0158.6-3931,29.663,-39.533,0.05528609109563953,0.04882058472927273
J0159.4+1046,29.862,10.781,0.04918000021125198,0.048901205393271946
J0159.4+1046,29.862,10.781,0.04918000021125198,0.048901205393271946
J0159.8-2741,29.959,-27.696,0.06041763580038023,0.06159310082346746
J0200.3-4108,30.08,-41.145,0.05016349292064943,0.04895533297233367
J0203.6+1148,30.917,11.803,0.1131206522820528,0.1261297816429635
J0203.6+3043,30.923,30.717,0.03337138056257818,0.030697743692865053
J0203.6+3043,30.923,30.717,0.03337138056257818,0.030697743692865053
J0204.0+7234,31.003,72.578,0.0437282039562876,0.04700897998119379
J0204.0+7234,31.003,72.578,0.0437282039562876,0.04700897998119379
J0204.8+3212,31.223,32.202,0.15900246650028918,0.14181053425356996
J0205.0+1510,31.26,15.18,0.0730062991732764,0.07799410464041069
J0205.0+1510,31.26,15.18,0.0730062991732764,0.07799410464041069
J0205.0+1510,31.26,15.18,0.0730062991732764,0.07799410464041069
J0205.2-1700,31.323,-17.005,0.07435909213636466,0.07670544642363264
J0205.2-1700,31.323,-17.005,0.07435909213636466,0.07670544642363264
J0205.5+6448,31.396,64.815,0.025925380103053633,0.025077376926093974
J0205.5+6448,31.396,64.815,0.025925380103053633,0.025077376926093974
J0208.6+3522,32.17,35.383,0.04536473002867717,0.045640350495717526
J0209.4-5229,32.371,-52.498,0.02597193976661372,0.022033122944390336
J0209.4-5229,32.371,-52.498,0.02597193976661372,0.022033122944390336
J0210.7-5101,32.697,-51.028,0.023453009014731404,0.02355751442903074
J0210.7-5101,32.697,-51.028,0.023453009014731404,0.02355751442903074
J0210.7-5101,32.697,-51.028,0.023453009014731404,0.02355751442903074
J0210.7-5101,32.697,-51.028,0.023453009014731404,0.02355751442903074
J0210.7-5101,32.697,-51.028,0.023453009014731404,0.02355751442903074
J0211.0+1922,32.755,19.383,0.27824608707824,0.22149520846971335
J0211.2+1051,32.817,10.858,0.021942730511621277,0.021059835066725815
J0211.2+1051,32.817,10.858,0.021942730511621277,0.021059835066725815
J0212.1+5320,33.037,53.336,0.03400000524863746,0.03400000524863746
J0212.1+5320,33.037,53.336,0.03400000524863746,0.03400000524863746
J0213.0+2245,33.265,22.765,0.043118317819618515,0.041070805132734506
J0213.0+2245,33.265,22.765,0.043118317819618515,0.041070805132734506
J0216.0+0300,34.013,3.016,0.0918952854158904,0.07712493509069945
J0216.4+0507,34.109,5.133,0.18001178757909794,0.16891642160635262
J0217.0-6635,34.259,-66.592,0.05700504644882399,0.060995287654683775
J0217.1-0833,34.286,-8.566,0.15151382188117918,0.20762602816184478
J0217.2+0837,34.325,8.618,0.046908218195527235,0.042102486555326134
J0217.2+0837,34.325,8.618,0.046908218195527235,0.042102486555326134
J0217.5+7349,34.38,73.83,0.11825189536436713,0.16870532880832015
J0217.8+0143,34.468,1.733,0.024238751928867732,0.024768590927122518
J0217.8+0143,34.468,1.733,0.024238751928867732,0.024768590927122518
J0217.8+0143,34.468,1.733,0.024238751928867732,0.024768590927122518
J0218.1+4233,34.546,42.554,0.025950324789147952,0.025051563032877477
J0221.1+3556,35.28,35.941,0.021000000587921255,0.021000000587921255
J0221.1+3556,35.28,35.941,0.021000000587921255,0.021000000587921255
J0221.1+3556,35.28,35.941,0.021000000587921255,0.021000000587921255
J0221.1+6059,35.299,60.997,0.19592327781910024,0.18274044717818977
J0221.2+2518,35.32,25.306,0.08651350782813798,0.08910899703170073
J0221.8+6138c,35.473,61.641,0.10891764621333049,0.0731228173524522
J0222.1-1616,35.532,-16.28,0.0938762540285791,0.10630264636124695
J0222.6+4301,35.674,43.033,0.008999999888327984,0.008999999888327984
J0222.6+4301,35.674,43.033,0.008999999888327984,0.008999999888327984
J0222.6+4301,35.674,43.033,0.008999999888327984,0.008999999888327984
J0222.6+4301,35.674,43.033,0.008999999888327984,0.008999999888327984
J0222.6+4301,35.674,43.033,0.008999999888327984,0.008999999888327984
J0222.9-1117,35.741,-11.297,0.08446620237734141,0.06569216540777774
J0223.6+3927,35.918,39.453,0.11915707582716752,0.17923615268978624
J0223.6+6204,35.906,62.081,0.036915337020120315,0.03813473296621411
J0224.1-1846,36.048,-18.782,0.11821778462878565,0.11953894009710209
J0224.4+1615,36.114,16.263,0.17478442713805878,0.12330614194958872
J0225.8+6159,36.472,61.987,0.09092851325170466,0.08649281344309244
J0225.8+6159,36.472,61.987,0.09092851325170466,0.08649281344309244
J0226.3+0941,36.58,9.684,0.07381226407117542,0.0773094508104032
J0226.7-4747,36.695,-47.784,0.21871525424829663,0.16310931261958328
J0228.5+8213,37.133,82.222,0.11800000226363054,0.20200001595730072
J0229.3-3643,37.345,-36.731,0.05631410952935045,0.06080889535480177
J0229.3-3643,37.345,-36.731,0.05631410952935045,0.06080889535480177
J0230.8+4032,37.702,40.543,0.04717682998236601,0.04586226856927426
J0231.0+1302,37.775,13.045,0.19339265536064387,0.2099244629552356
J0232.6+0646,38.163,6.772,0.3628985246267282,0.26713792740140274
J0233.0+6237,38.269,62.623,0.12550033113497217,0.1924881120645216
J0234.2-0629,38.564,-6.498,0.06698430707920175,0.06101724014292511
J0235.7+5647,38.928,56.787,0.10101994991788465,0.10344549047478968
J0236.7-6136,39.195,-61.6,0.034252741207061344,0.03475269954534335
J0237.5-3603,39.399,-36.059,0.03901961236058684,0.03998087040878758
J0237.5-3603,39.399,-36.059,0.03901961236058684,0.03998087040878758
J0237.9+2848,39.48,28.805,0.01799999977665597,0.01799999977665597
J0237.9+2848,39.48,28.805,0.01799999977665597,0.01799999977665597
J0238.0+5237,39.505,52.626,0.058665847255975595,0.05237670227372212
J0238.4-3117,39.617,-31.295,0.03763681680711592,0.03838580637958686
J0238.4-3117,39.617,-31.295,0.03763681680711592,0.03838580637958686
J0238.6+1636,39.667,16.615,0.016000001322324698,0.016000001322324698
J0238.6+1636,39.667,16.615,0.016000001322324698,0.016000001322324698
J0238.6+1636,39.667,16.615,0.016000001322324698,0.016000001322324698
J0238.6+1636,39.667,16.615,0.016000001322324698,0.016000001322324698
J0239.0+2555,39.768,25.92,0.08531030758754274,0.08093300992306646
J0239.4+1326,39.868,13.443,0.07599769226965347,0.06800259047182605
J0239.4+1326,39.868,13.443,0.07599769226965347,0.06800259047182605
J0240.0-0253,40.001,-2.899,0.22022202309129937,0.28907311152778353
J0240.5+6113,40.138,61.228,0.008999999888327986,0.008999999888327986
J0240.5+6113,40.138,61.228,0.008999999888327986,0.008999999888327986
J0240.5+6113,40.138,61.228,0.008999999888327986,0.008999999888327986
J0240.5+6113,40.138,61.228,0.008999999888327986,0.008999999888327986
J0240.5+6113,40.138,61.228,0.008999999888327986,0.008999999888327986
J0242.1-0534,40.532,-5.57,0.20692754070205951,0.13511104522063258
J0242.7-0001,40.68,-0.026,0.0890930850758571,0.07337862723931736
J0243.5+7119,40.879,71.328,0.059890734542044896,0.04913349680817627
J0244.4+4745,41.123,47.753,0.3811351773342635,0.3619198904838272
J0245.4+2410,41.358,24.183,0.10006354397063416,0.12094746096370654
J0245.9-4651,41.484,-46.853,0.025774063239988407,0.02424248152589522
J0245.9-4651,41.484,-46.853,0.025774063239988407,0.02424248152589522
J0248.4+5130,42.11,51.514,0.03968484407078016,0.03937148162426006
J0248.4+5130,42.11,51.514,0.03968484407078016,0.03937148162426006
J0248.5+6022,42.147,60.373,0.04800847884890764,0.05099202515166284
J0250.6+1713,42.652,17.231,0.05000000223340362,0.047000002216127365
J0250.6+1713,42.652,17.231,0.05000000223340362,0.047000002216127365
J0250.6+5630,42.661,56.515,0.05596806544558041,0.04903648109110878
J0251.1-1829,42.797,-18.486,0.08335383696422285,0.09280161784625579
J0252.8-2218,43.201,-22.31,0.023862200235013575,0.023142936638371903
J0252.8-2218,43.201,-22.31,0.023862200235013575,0.023142936638371903
J0253.8+5104,43.472,51.068,0.06661332886546681,0.08871676446889894
J0254.2+5903,43.559,59.053,0.09684826206596625,0.12032213644016213
J0257.8-1216,44.456,-12.277,0.14909479692903801,0.16091222174773898
J0258.0+2030,44.518,20.513,0.07870737954588351,0.0733154154133957
J0258.2+3555,44.558,35.929,0.24300569443352635,0.2297678102891265
J0258.9+0552,44.74,5.876,0.0914762565086324,0.07960587736130358
J0259.5+0746,44.878,7.777,0.06307988886262901,0.06692480122624575
J0303.4-2407,45.871,-24.123,0.014044701589730936,0.014958156560042185
J0303.4-2407,45.871,-24.123,0.014044701589730936,0.014958156560042185
J0303.4-2407,45.871,-24.123,0.014044701589730936,0.014958156560042185
J0303.6+4716,45.921,47.268,0.030313880245173067,0.031702822996727775
J0303.6+4716,45.921,47.268,0.030313880245173067,0.031702822996727775
J0303.7-6211,45.931,-62.184,0.056994909401373424,0.06007146697179415
J0305.2-1607,46.304,-16.12,0.07330866207920961,0.07641232025602523
J0307.3+4916,46.843,49.27,0.030484532844560742,0.030589105236297546
J0307.3+4916,46.843,49.27,0.030484532844560742,0.030589105236297546
J0307.3+4916,46.843,49.27,0.030484532844560742,0.030589105236297546
J0308.0+7442,47.018,74.707,0.037890845847384176,0.037165626170875
J0308.4-2852,47.103,-28.873,0.20015894691432515,0.1663772655810283
J0309.0+1029,47.259,10.498,0.033046548297303684,0.035957274304462244
J0309.9-6057,47.478,-60.963,0.042736951370711214,0.04633091088135479
J0310.4-5015,47.621,-50.257,0.050431757829211395,0.05258933426575018
J0310.8+3814,47.709,38.237,0.09733943862395915,0.09063684131416674
J0312.1-0921,48.041,-9.359,0.08762474394586471,0.08248578235630864
J0312.7+0133,48.194,1.561,0.06174415913871592,0.05561168558545335
J0312.7+2011,48.191,20.19,0.061361735751811544,0.06620980295774778
J0312.7+2011,48.191,20.19,0.061361735751811544,0.06620980295774778
J0312.7-2222,48.176,-22.371,0.05490618259251755,0.053153667601770774
J0314.3-5103,48.579,-51.061,0.06504354143489555,0.06595708498606659
J0315.5-1026,48.897,-10.438,0.12626223096521966,0.15498015701633525
J0316.1+0904,49.042,9.077,0.028048469575214594,0.027023755946938764
J0316.1+0904,49.042,9.077,0.028048469575214594,0.027023755946938764
J0316.1-2611,49.048,-26.194,0.04705992596553329,0.04994360619584982
J0316.1-2611,49.048,-26.194,0.04705992596553329,0.04994360619584982
J0316.2-6436,49.05,-64.607,0.056531689311384394,0.05262288424587663
J0316.6+4119,49.165,41.329,0.03855352861284382,0.035491202619616455
J0318.1+0252,49.536,2.869,0.08619567053154097,0.06490228600491972
J0318.1+0252,49.536,2.869,0.08619567053154097,0.06490228600491972
J0319.8+1847,49.969,18.787,0.035706289930001564,0.035299587412532
J0319.8+1847,49.969,18.787,0.035706289930001564,0.035299587412532
J0319.8+4130,49.959,41.514,0.010000000516657948,0.010000000516657948
J0319.8+4130,49.959,41.514,0.010000000516657948,0.010000000516657948
J0319.8+4130,49.959,41.514,0.010000000516657948,0.010000000516657948
J0322.0+2335,50.515,23.593,0.03199941250286366,0.03000063199407759
J0322.0+2335,50.515,23.593,0.03199941250286366,0.03000063199407759
J0323.6-0109,50.908,-1.153,0.04948461304030463,0.05254781740996671
J0323.6-0109,50.908,-1.153,0.04948461304030463,0.05254781740996671
J0323.7-6038,50.943,-60.64,0.16486659749058666,0.1621573671470992
J0324.5-1315,51.147,-13.256,0.19562989670935862,0.20977595033124474
J0325.2+3410,51.313,34.171,0.09002122643697034,0.10598198278034282
J0325.2-5634,51.323,-56.569,0.052006076594829274,0.05303176783325021
J0325.5+2223,51.4,22.399,0.06334861427093987,0.06685022647537987
J0325.6-1648,51.41,-16.802,0.03528873362996813,0.034737668296970975
J0325.6-1648,51.41,-16.802,0.03528873362996813,0.034737668296970975
J0326.2+0225,51.555,2.418,0.051247358337717916,0.048566544714378136
J0326.2+0225,51.555,2.418,0.051247358337717916,0.048566544714378136
J0327.4+5828c,51.869,58.477,0.11480984940273446,0.13075053901211992
J0330.6+0437,52.665,4.626,0.10225551847588336,0.09065214439909337
J0332.0+6308,53.001,63.148,0.050182628474858756,0.052112422195478625
J0332.0+6308,53.001,63.148,0.050182628474858756,0.052112422195478625
J0332.4+4644,53.123,46.736,0.23635654996302455,0.21978077514165273
J0332.4+6110,53.121,61.17,0.4543122000134745,0.34318864944551775
J0333.6+0233,53.412,2.563,0.14505439123961075,0.09503800363035435
J0333.6+2916,53.419,29.272,0.03007698963776897,0.03292984675217931
J0333.6+2916,53.419,29.272,0.03007698963776897,0.03292984675217931
J0333.9+6538,53.486,65.638,0.03226735010830194,0.03475368087666789
J0333.9+6538,53.486,65.638,0.03226735010830194,0.03475368087666789
J0334.3-3726,53.582,-37.444,0.02526912237115174,0.02573852406747073
J0334.3-3726,53.582,-37.444,0.02526912237115174,0.02573852406747073
J0334.3-4008,53.577,-40.148,0.022011172814016777,0.022989308395526927
J0334.3-4008,53.577,-40.148,0.022011172814016777,0.022989308395526927
J0334.3-4008,53.577,-40.148,0.022011172814016777,0.022989308395526927
J0335.3-4459,53.83,-44.998,0.0447514221804746,0.0422647692805977
J0335.3-4459,53.83,-44.998,0.0447514221804746,0.0422647692805977
J0336.1+7500,54.044,75.015,0.04662865553287938,0.046419494301894675
J0336.1+7500,54.044,75.015,0.04662865553287938,0.046419494301894675
J0338.5+1303,54.631,13.066,0.03177656566500477,0.033275370489534876
J0339.2-1738,54.802,-17.645,0.049670320038950035,0.054395402699050584
J0339.5-0146,54.883,-1.773,0.033002779876228426,0.03399730635407068
J0339.5-0146,54.883,-1.773,0.033002779876228426,0.03399730635407068
J0339.5-0146,54.883,-1.773,0.033002779876228426,0.03399730635407068
J0340.3+4130,55.09,41.509,0.03159619800804916,0.029439435625426343
J0340.4+5302,55.1,53.048,0.10344999517705412,0.09766831789445138
J0340.4+5302,55.1,53.048,0.10344999517705412,0.09766831789445138
J0340.4-2423,55.104,-24.387,0.1444445976938369,0.10179273617890765
J0342.2+3857,55.568,38.959,0.05787245502137313,0.05114468478728206
J0342.3+3148c,55.576,31.809,0.08075107444371585,0.10140643534001527
J0342.8+1321,55.711,13.362,0.07114617421042584,0.06993728245932924
J0345.1-2353,56.294,-23.886,0.06308776862993638,0.06491481612729218
J0345.3+3236,56.35,32.602,0.12971816913625375,0.10136170964034769
