NAME,RA,DE,SIGMA_RA,SIGMA_DE
,267.41313823,-29.06033234,0.02509642858347706,0.09125973937636475
,267.39513993,-29.04791948,0.07985226812966786,0.07985226812966786
,267.38169733,-29.03104001,0.052474348356572456,0.03422240099125302
,267.44070395,-29.00436434,0.02509642858347706,0.06844480198250603
RAFGL 2010,267.34179626,-29.04762278,0.02509642858347706,0.1140746716706884
,267.1657131,-28.88125231,0.02509642858347706,0.0570373358353442
,267.17270776,-28.86705149,0.02509642858347706,0.022814934844091188
,267.16611576,-28.8790281,0.05133360276176329,0.03422240099125302
,267.16119242,-28.89127441,0.10152644972964728,0.07985226812966786
,267.17756773,-28.91063971,0.08669674679805794,0.045629869688182376
,267.16873766,-28.83234798,0.02509642858347706,0.06844480198250603
RAFGL 2009,267.19723643,-28.85776567,0.02509642858347706,0.1140746716706884
17456-2850,267.19644164,-28.86388073,0.02509642858347706,0.022814934844091188
FIR 40,267.16892738,-28.86234753,0.02509642858347706,0.011407467422045594
,267.34688154,-28.86370631,0.03878538847002476,0.03422240099125302
FIR 43,267.33557387,-28.85487215,0.02509642858347706,0.022814934844091188
,267.34022105,-28.86484976,0.008555600247813254,0.0011407467103324651
,267.30565436,-28.86835088,0.005703733711022797,0.0011407467103324651
,267.35671832,-28.77171268,0.04677061528299154,0.03422240099125302
,267.35185631,-28.79368107,0.02509642858347706,0.06844480198250603
,267.35254937,-28.77145513,0.02509642858347706,0.03422240099125302
,267.34361495,-28.80844351,0.0695855475773152,0.07985226812966786
,267.3226087,-28.78160058,0.05817808143015337,0.045629869688182376
,267.36407017,-28.74806552,0.02509642858347706,0.06844480198250603
FIR 22,267.33525773,-28.8048729,0.03194090725186714,0.011407467422045594
RAFGL 2011,267.3398794,-28.74484953,0.02509642858347706,0.1140746716706884
17462-2845,267.34796194,-28.77092183,0.02509642858347706,0.022814934844091188
,267.37199577,-28.81525034,0.011027218040520027,0.0011407467103324651
,267.36671432,-28.77083083,0.006083982455106481,0.0011407467103324651
,267.36653016,-28.74166459,0.005703733711022797,0.0011407467103324651
,267.24202155,-28.69060129,0.06274106890892511,0.03422240099125302
,267.24596827,-28.72169374,0.02509642858347706,0.07985226812966786
17458-2840,267.26123452,-28.69745262,0.02509642858347706,0.022814934844091188
FIR 41,267.23881216,-28.7103394,0.02509642858347706,0.022814934844091188
S 21,267.59410749,-28.88028452,0.0570373358353442,0.022814934844091188
Cr 351,267.34302384,-28.7148338,0.10266720552352658,0.022814934844091188
dark nebula,267.58329049,-28.88311485,0.02509642858347706,0.1140746716706884
,267.58714469,-28.89948529,0.02509642858347706,0.0570373358353442
,267.58211772,-28.89534296,0.02509642858347706,0.022814934844091188
,267.56753092,-28.89513597,0.03992613406483393,0.03422240099125302
,267.5820122,-28.87867654,0.049052111572144945,0.03422240099125302
,267.58000425,-28.89063092,0.02509642858347706,0.2281493433413768
,267.56504294,-28.89709253,0.02509642858347706,0.07985226812966786
,267.57755496,-28.89869849,0.02509642858347706,0.045629869688182376
,267.60671447,-28.89689026,0.02509642858347706,0.06844480198250603
CO,267.58994034,-28.88030475,0.02509642858347706,0.022814934844091188
FIR 23,267.51516367,-28.91733493,0.01711120049562651,0.011407467422045594
RCW 142,267.41887554,-28.84780113,0.022814934844091188,0.022814934844091188
17470-2853,267.56381566,-28.90070965,0.02509642858347706,0.022814934844091188
,267.56062017,-28.90939196,0.02509642858347706,0.00038024890344415507
OH-E,267.56049111,-28.90875369,0.02509642858347706,0.00038024890344415507
OH-E,267.56023685,-28.90808825,0.02509642858347706,0.0009506222586103877
OH-E,267.56139982,-28.91405492,0.02509642858347706,0.1140746716706884
,267.559939,-28.90711746,0.02509642858347706,0.00038024890344415507
H2O-E,267.55844392,-28.90793028,0.02509642858347706,0.022814934844091188
H2O-E,267.5584441,-28.90795806,0.02509642858347706,0.0076049780688831016
H2O-E,267.56521185,-28.92375879,0.02509642858347706,0.019012444853486812
H2O-E,267.55763706,-28.91212871,0.02509642858347706,0.019012444853486812
CH3OH-E,267.56097743,-28.90855688,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56098596,-28.9085874,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56096094,-28.90858474,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56089465,-28.90864618,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56096978,-28.90866526,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56101983,-28.90867057,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56100319,-28.9086762,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56099906,-28.90868178,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56094912,-28.90869313,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56092416,-28.90869881,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56089917,-28.90870171,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56029048,-28.90800188,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.56261125,-28.90793783,0.02509642858347706,0.03422240099125302
CH3OH-E,267.56221917,-28.91182869,0.02509642858347706,0.022814934844091188
CO,267.56011272,-28.90822774,0.02509642858347706,0.0038024890344415508
CS,267.56115803,-28.90877823,0.02509642858347706,0.0038024890344415508
,267.56111987,-28.90933398,0.02509642858347706,0.00038024890344415507
,267.55969424,-28.90795199,0.0028518668555113985,0.0011407467103324651
,267.56011096,-28.90794997,0.02509642858347706,0.0005703733551662326
,267.55969776,-28.90850754,0.02509642858347706,0.0019012445172207754
,267.56085489,-28.90697412,0.02509642858347706,0.0005703733551662326
,267.53545204,-28.87684694,0.02509642858347706,0.0007604978068883101
,267.60037756,-28.88330969,0.004753111213371703,0.0011407467103324651
,266.54089632,-28.39871961,0.03878538847002476,0.03422240099125302
,266.54011507,-28.40705686,0.02509642858347706,0.022814934844091188
,266.5417089,-28.39538228,0.03992613406483393,0.03422240099125302
,266.5335483,-28.42320006,0.02509642858347706,0.011407467422045594
17429-2823,266.52059471,-28.41770722,0.02509642858347706,0.022814934844091188
OH-E,266.51678292,-28.41461454,0.02509642858347706,0.0013308711620545427
CH3OH-E,266.5170767,-28.414277,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51708087,-28.41427698,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51708078,-28.41426309,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51705993,-28.41426042,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51707656,-28.41425478,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51709754,-28.4142769,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51707672,-28.41427978,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51707673,-28.41428256,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51708082,-28.41426865,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51708939,-28.4143075,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51704846,-28.41376047,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51705273,-28.41377711,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51707691,-28.41431034,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.51649156,-28.41467151,0.02509642858347706,0.0007604978068883101
,266.53901883,-28.3917286,0.02509642858347706,0.00038024890344415507
,266.53545093,-28.3943015,0.02509642858347706,0.011407467422045594
FIR 28,266.51597581,-28.41217397,0.02509642858347706,0.011407467422045594
17430-2822,266.54085107,-28.39149749,0.02509642858347706,0.022814934844091188
,266.54211519,-28.39371362,0.0006654355810272714,0.0007604978068883101
,266.54189308,-28.39152022,0.0012738337388896607,0.0007604978068883101
,266.54167758,-28.39038236,0.02509642858347706,0.0038024890344415508
,266.45801928,-28.34106495,0.02509642858347706,0.011407467422045594
,266.46965298,-28.3420919,0.02509642858347706,0.0007604978068883101
,266.46889121,-28.34023445,0.00015209955938565614,0.0007604978068883101
,267.10844969,-28.65624881,0.047911360877800714,0.03422240099125302
,267.09767437,-28.66574568,0.02509642858347706,0.03422240099125302
,266.5362281,-28.31874099,0.05589659024053503,0.045629869688182376
,266.17949578,-28.05241048,0.02509642858347706,0.022814934844091188
,266.17699188,-28.05186705,0.05019285716695412,0.03422240099125302
,266.18374269,-28.06516787,0.02509642858347706,0.03422240099125302
FIR 24,266.15122832,-28.06393653,0.02509642858347706,0.011407467422045594
,266.69803492,-28.20295461,0.0889782481867464,0.045629869688182376
SiO,267.05305036,-28.32873466,0.02509642858347706,0.0076049780688831016
,266.70798349,-28.12762742,0.036503894730638885,0.03422240099125302
,266.70880309,-28.12540118,0.01254821429173853,0.03422240099125302
,266.71299984,-28.13010313,0.02509642858347706,0.045629869688182376
FIR 36,266.714205,-28.12287495,0.02509642858347706,0.011407467422045594
H2CO,266.83533708,-28.16728818,0.02509642858347706,0.045629869688182376
17436-2807,266.71229111,-28.15010688,0.02509642858347706,0.022814934844091188
17436-2806,266.71006021,-28.12650622,0.02509642858347706,0.022814934844091188
CH3OH-E,266.71899897,-28.1264462,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.71898237,-28.12645739,0.02509642858347706,0.00038024890344415507
CH3OH-E,266.72022773,-28.1263458,0.02509642858347706,0.0007604978068883101
CH3OH-E,266.71546558,-28.12453553,0.02509642858347706,0.07985226812966786
,266.71880808,-28.12590823,0.0030419912275532405,0.0011407467103324651
,266.719599,-28.1257655,0.0012358088963533864,0.0007604978068883101
SiO,267.0997582,-28.33406371,0.02509642858347706,0.0076049780688831016
SiO,267.04916074,-28.30653096,0.02509642858347706,0.0076049780688831016
,267.17818667,-28.28062681,0.12548213781785023,0.07985226812966786
,267.14867241,-28.29243686,0.06730405638769686,0.045629869688182376
,267.31562153,-28.33329412,0.052474348356572456,0.045629869688182376
SGR D,267.2129309,-28.17212321,0.03194090725186714,0.03422240099125302
SGR D,267.22892067,-28.19676823,0.02509642858347706,0.0019012445172207754
17457-2811,267.23101989,-28.19925809,0.02509642858347706,0.022814934844091188
FIR 42,267.26888589,-28.19018533,0.02509642858347706,0.011407467422045594
,267.22851228,-28.19810357,0.0006844479624552908,0.0007604978068883101
,267.23297987,-28.1994708,0.02509642858347706,0.0007604978068883101
"W 24,SGR D,K",267.17202332,-28.02759722,0.07985226812966786,0.0019012445172207754
,267.16387402,-28.05735944,0.06844480198250603,0.1140746716706884
,267.15812454,-28.00405317,0.02509642858347706,0.045629869688182376
,267.15983292,-28.01071165,0.02509642858347706,0.022814934844091188
,267.1686515,-28.02150237,0.0444891240933732,0.03422240099125302
,267.21299906,-27.91545222,0.03422240099125302,0.03422240099125302
,267.1169752,-20.015803,0.02509642858347706,0.03422240099125302
,267.17202678,-28.02815276,0.02509642858347706,0.045629869688182376
,267.14259176,-27.98579492,0.02509642858347706,0.045629869688182376
,267.19246351,-27.96388594,0.02509642858347706,0.07985226812966786
,267.16510336,-27.98707461,0.02509642858347706,0.1140746716706884
,267.1724435,-28.02815074,0.03194090725186714,0.00038024890344415507
,267.16372003,-28.03263758,0.02509642858347706,0.011407467422045594
,267.15938507,-28.00571375,0.02509642858347706,0.045629869688182376
,267.17698938,-28.02201748,0.02509642858347706,0.045629869688182376
,267.167844,-28.02567302,0.07985226812966786,0.022814934844091188
OH-A,267.27206558,-28.0318341,0.02509642858347706,0.2281493433413768
OH-A,267.17221017,-28.05759678,0.02509642858347706,0.2281493433413768
H2CO,267.16781633,-28.02122864,0.02509642858347706,0.022814934844091188
,267.23227179,-28.1995298,0.0019012445172207754,0.0019012445172207754
,267.22851089,-28.19788135,0.0019012445172207754,0.0019012445172207754
OH-E,267.23033613,-28.19653914,0.02509642858347706,0.0009506222586103877
,267.14054626,-28.05886153,0.0019012445172207754,0.0019012445172207754
H2CO,267.1707112,-28.08454891,0.02509642858347706,0.0038024890344415508
,267.14044071,-28.04191734,0.011407467422045594,0.0019012445172207754
H2CO,267.14044417,-28.04247288,0.02509642858347706,0.0019012445172207754
,267.16994318,-28.02816287,0.01254821429173853,0.011407467422045594
,267.1732683,-28.02675783,0.02509642858347706,0.011407467422045594
,267.15944732,-28.0157136,0.0570373358353442,0.03422240099125302
,267.17077835,-28.0284366,0.02509642858347706,0.022814934844091188
,267.17454095,-28.03036282,0.02509642858347706,0.005703733711022797
17455-2800,267.17327349,-28.02759115,0.02509642858347706,0.022814934844091188
,267.17616805,-28.02396594,0.01254821429173853,0.011407467422045594
,267.17356415,-28.02742307,0.02509642858347706,0.00038024890344415507
,267.17244004,-28.0275952,0.02509642858347706,0.0038024890344415508
,267.17298074,-28.0274259,0.0014259334277556992,0.0007604978068883101
,267.17294184,-28.02787054,0.004182737778525235,0.0038024890344415508
,267.17285849,-28.02787095,0.02509642858347706,0.0019012445172207754
,267.17450462,-28.02452958,0.02509642858347706,0.0019012445172207754
,267.17273175,-28.02759378,0.002471617792706773,0.0007604978068883101
,267.17285503,-28.0273154,0.0020913688892626177,0.0011407467103324651
,267.16366641,-28.0240266,0.004562986841329861,0.022814934844091188
H2O-E,267.17411039,-28.02814266,0.02509642858347706,0.0076049780688831016
H2O-E,267.17303279,-28.02909234,0.02509642858347706,0.0005703733551662326
H2CO,267.14898779,-28.00909758,0.02509642858347706,0.0038024890344415508
OH-E,267.20218733,-28.01970074,0.02509642858347706,0.0009506222586103877
H2O-E,267.20235506,-28.0198666,0.02509642858347706,0.0005703733551662326
CH3OH-E,267.19853751,-28.01982401,0.02509642858347706,0.00038024890344415507
,267.25411896,-28.02747667,0.02509642858347706,0.0011407467103324651
,267.043364,-27.91155293,0.02509642858347706,0.0019012445172207754
,267.0421121,-27.91128122,0.0019012445172207754,0.0019012445172207754
,267.10022039,-27.87349874,0.0019012445172207754,0.0019012445172207754
,267.21435711,-27.86572264,0.02509642858347706,0.0019012445172207754
,267.21435883,-27.86600041,0.0019012445172207754,0.0019012445172207754
,267.33155342,-27.88098754,0.0028518668555113985,0.0038024890344415508
,267.33197704,-27.88209662,0.022814934844091188,0.0019012445172207754
,267.04342211,-27.71932745,0.02509642858347706,0.015209956137766203
,267.47293501,-27.7644663,0.0028518668555113985,0.0038024890344415508
,266.29266004,-27.55046536,0.02509642858347706,0.03422240099125302
,266.32008241,-27.53699891,0.02509642858347706,0.045629869688182376
17420-2731,266.29512449,-27.54462,0.02509642858347706,0.022814934844091188
,266.29557109,-27.54270113,0.0007604978068883101,0.0007604978068883101
,267.08533691,-27.75829138,0.02509642858347706,0.022814934844091188
17450-2742,267.03885708,-27.7224052,0.02509642858347706,0.022814934844091188
,267.04398914,-27.75638361,0.02509642858347706,0.00019012445172207753
,267.47335689,-27.7652976,0.02509642858347706,0.0019012445172207754
17467-2745,267.47251657,-27.76419055,0.02509642858347706,0.022814934844091188
,267.4733116,-27.76471448,0.0017111199858184625,0.0007604978068883101
B_68,260.66182632,-23.82950552,0.02509642858347706,0.022814934844091188
CO,260.6617834,-23.82200562,0.03422240099125302,0.013308711779905898
17176-2326,260.17433266,-23.49794481,0.02509642858347706,0.022814934844091188
CO,260.18045069,-23.47430411,0.10266720552352658,0.013308711779905898
L_59,260.15908921,-23.38273829,0.06502256009854346,0.022814934844091188
CB 102,268.67933234,-27.83222081,0.02509642858347706,0.03422240099125302
17515-2747,268.66833101,-27.80532939,0.02509642858347706,0.022814934844091188
17508-2750,268.49779515,-27.85588072,0.02509642858347706,0.022814934844091188
17512-2754,268.58904919,-27.92210518,0.02509642858347706,0.022814934844091188
17513-2745,268.62644448,-27.77053231,0.02509642858347706,0.022814934844091188
17514-2752,268.64178099,-27.8915708,0.02509642858347706,0.022814934844091188
17520-2752,268.79470173,-27.88999462,0.02509642858347706,0.022814934844091188
17522-2744,268.85342924,-27.75137386,0.02509642858347706,0.022814934844091188
17474-2704,267.65133741,-27.09525679,0.02509642858347706,0.022814934844091188
,267.65009443,-27.09642951,0.02509642858347706,0.00019012445172207753
,267.65017539,-27.09604022,0.02509642858347706,0.0007604978068883101
,267.65046947,-27.09642769,0.02509642858347706,0.0005703733551662326
OH-E,267.6504266,-27.09623345,0.02509642858347706,0.00038024890344415507
OH-E,267.65051131,-27.09645526,0.02509642858347706,0.0013308711620545427
OH-E,267.65384788,-27.09691129,0.02509642858347706,0.1140746716706884
H2O-E,267.65094962,-27.09998097,0.02509642858347706,0.019012444853486812
CH3OH-E,267.65009919,-27.09720727,0.02509642858347706,0.03422240099125302
,267.50331884,-26.87736078,0.02509642858347706,0.1140746716706884
,267.51038262,-26.87399311,0.07072629317212437,0.045629869688182376
,267.52331086,-26.87559706,0.06844480198250603,0.1140746716706884
,267.51239502,-26.8623165,0.02509642858347706,0.045629869688182376
,267.51725499,-26.83923701,0.0410668796596431,0.03422240099125302
,267.51907258,-26.86395078,0.02509642858347706,0.07985226812966786
,267.4929739,-26.88935561,0.06844480198250603,0.03422240099125302
RAFGL 5394,267.46418173,-26.88310636,0.02509642858347706,0.1140746716706884
OH-A,267.51829845,-26.87367691,0.02509642858347706,0.2281493433413768
17469-2652,267.51044531,-26.88427074,0.02509642858347706,0.022814934844091188
,267.49953491,-26.88554594,0.001482970771240346,0.0007604978068883101
,267.53510804,-26.84206707,0.0011407467103324651,0.0007604978068883101
17469-2649,267.52602626,-26.84252782,0.02509642858347706,0.022814934844091188
L_74,264.52097551,-25.19511715,0.14829707011217388,0.022814934844091188
Cluster,264.41961109,-25.25060789,0.02509642858347706,0.022814934844091188
,266.43296229,-26.22809846,0.02509642858347706,0.1140746716706884
,266.45501548,-26.22243591,0.02509642858347706,0.07985226812966786
,266.45269587,-26.25244761,0.02509642858347706,0.07985226812966786
,266.47759918,-26.23565996,0.07985226812966786,0.07985226812966786
,266.45990915,-26.20463414,0.02509642858347706,0.045629869688182376
,266.44895043,-26.18413141,0.02509642858347706,0.09125973937636475
,266.42935244,-26.18228194,0.02509642858347706,0.0570373358353442
,262.87580229,-33.25485071,0.02509642858347706,0.1140746716706884
17427-2613,266.45846145,-26.2410306,0.02509642858347706,0.022814934844091188
"*WR102,Sk4",266.44597647,-26.17470124,0.02509642858347706,0.022814934844091188
,267.88206129,-26.94988454,0.02509642858347706,0.0007604978068883101
,267.74231397,-26.84397801,0.03422240099125302,0.03422240099125302
,267.8233314,-26.87247404,0.02509642858347706,0.1140746716706884
17478-2649,267.74813433,-26.8417275,0.02509642858347706,0.022814934844091188
,267.74134691,-26.84256602,0.0009316098373422505,0.0007604978068883101
,267.74151698,-26.84312075,0.0012167964750852492,0.0007604978068883101
17474-2637,267.63773261,-26.64114924,0.02509642858347706,0.022814934844091188
CH3OH-E,267.70513166,-26.66285853,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.7051111,-26.66290307,0.02509642858347706,0.00038024890344415507
CH3OH-E,267.70514459,-26.66292791,0.02509642858347706,0.00038024890344415507
CB 109,271.2664999,-28.43160294,0.02509642858347706,0.03422240099125302
18018-2825,271.25847721,-28.41469722,0.02509642858347706,0.022814934844091188
18018-2820,271.25176198,-28.34056203,0.02509642858347706,0.022814934844091188
,267.79768605,-26.63009485,0.03992613406483393,0.03422240099125302
,267.79524151,-26.63927352,0.02509642858347706,0.045629869688182376
,267.78443076,-26.64321495,0.02509642858347706,0.022814934844091188
17480-2636,267.79975946,-26.62841809,0.02509642858347706,0.022814934844091188
CH3OH-E,267.71536198,-26.66077272,0.02509642858347706,0.07985226812966786
,267.80100334,-26.62738426,0.02509642858347706,0.00038024890344415507
,267.8007523,-26.62721881,0.001102721867796191,0.0007604978068883101
,267.80104636,-26.62760628,0.001102721867796191,0.0007604978068883101
17482-2633,267.83437319,-26.56408241,0.02509642858347706,0.022814934844091188
RAFGL 6887S,267.83205674,-26.5943719,0.02509642858347706,0.1140746716706884
CB 107,270.74215516,-27.86886453,0.02509642858347706,0.03422240099125302
B_86,270.7542243,-27.86658362,0.0570373358353442,0.022814934844091188
17597-2754,270.71865297,-27.90870158,0.02509642858347706,0.022814934844091188
17597-2749,270.7268966,-27.82727137,0.02509642858347706,0.022814934844091188
17596-2757,270.69939708,-27.96129597,0.02509642858347706,0.022814934844091188
,268.11324854,-26.44189323,0.02509642858347706,0.06844480198250603
,268.13349756,-26.48262886,0.02509642858347706,0.10266720552352658
,268.11253292,-26.46134145,0.02509642858347706,0.03422240099125302
,268.09872794,-26.45251946,0.06274106890892511,0.03422240099125302
,268.10116926,-26.44278523,0.05475584464572586,0.045629869688182376
,268.15392935,-26.4847519,0.02509642858347706,0.07985226812966786
,268.10836423,-26.46108391,0.02509642858347706,0.07985226812966786
,268.15359592,-26.36086276,0.02509642858347706,2.2814933110249265
17491-2625,268.06492298,-26.44407236,0.02509642858347706,0.022814934844091188
,268.06533262,-26.44290369,0.0008745724141773684,0.0007604978068883101
,268.06541798,-26.44323661,0.0011217342890643281,0.0007604978068883101
17495-2624,268.17440589,-26.42548491,0.02509642858347706,0.022814934844091188
,268.27929388,-26.12913776,0.05133360276176329,0.03422240099125302
AMWW 34,268.38667283,-26.17639477,0.02509642858347706,0.1140746716706884
,268.38583944,-26.17639882,0.02509642858347706,0.06844480198250603
,268.39286632,-26.1669201,0.02509642858347706,0.09125973937636475
,268.39421355,-26.18302492,0.09125973937636475,0.1140746716706884
,268.41865788,-26.15957251,0.0422076278042198,0.009506222426743406
,268.39332656,-26.1741402,0.02509642858347706,0.0570373358353442
,268.39421188,-26.18274714,0.02509642858347706,0.09125973937636475
,268.35539888,-26.17293549,0.13688960396501207,0.07985226812966786
