N,ID1,NAME1,RA1,DE1,SIGMA_RA1,SIGMA_DE1,ID2,NAME2,RA2,DE2,SIGMA_RA2,SIGMA_DE2
40,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,595,UNNAMED,270.12681478,-24.06682577,0.0005703733551662326,0.0007604978068883101
41,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,596,UNNAMED,270.12635953,-24.06735576,0.02509642858347706,0.0009506222586103877
42,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,597,UNNAMED,270.12642907,-24.0671332,0.02509642858347706,0.0007604978068883101
43,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,598,UNNAMED,270.12656381,-24.06666032,0.00039926132471229225,0.0007604978068883101
44,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,599,UNNAMED,270.12687336,-24.08402018,0.02509642858347706,0.0009506222586103877
45,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,600,UNNAMED,270.12731656,-24.06712889,0.02509642858347706,0.0003802489034441551
46,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,601,UNNAMED,270.12846228,-24.07067893,0.02509642858347706,0.0019012445172207754
47,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,602,UNNAMED,270.12719124,-24.06707394,0.02509642858347706,0.0019012445172207754
48,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,603,UNNAMED,270.12635467,-24.06652244,0.02509642858347706,0.0009506222586103877
49,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,604,UNNAMED,270.12760467,-24.06651637,0.02509642858347706,0.0019012445172207754
50,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,605,OH-E,270.12760693,-24.06690525,0.02509642858347706,0.0003802489034441551
51,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,606,OH-E,270.12665395,-24.06782656,0.02509642858347706,0.0013308711620545427
52,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,607,OH-E,270.12689876,-24.06693647,0.02509642858347706,0.0009506222586103877
53,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,608,OH-E,270.16110789,-24.09552064,0.02509642858347706,0.2281493433413768
54,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,609,OH-E,270.1264855,-24.06752182,0.02509642858347706,0.0003802489034441551
55,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,610,OH-E,270.12640379,-24.0678,0.02509642858347706,0.01901244485348681
56,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,611,H2O-E,270.12638132,-24.06466117,0.02509642858347706,7.604977969282806e-05
57,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,612,H2O-E,270.12684812,-24.0668256,0.02509642858347706,7.604977969282806e-05
58,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,613,H2O-E,270.12637109,-24.06862517,0.02509642858347706,7.604977969282806e-05
59,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,614,H2O-E,270.12625417,-24.06786739,0.02509642858347706,7.604977969282806e-05
60,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,615,H2O-E,270.12543054,-24.06810473,0.02509642858347706,7.604977969282806e-05
61,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,616,H2O-E,270.13468473,-24.0659264,0.02509642858347706,0.01901244485348681
62,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,617,H2O-E,270.08790167,-24.04615346,0.02509642858347706,0.01711120049562651
63,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,618,CH3OH-E,270.12679886,-24.07124257,0.02509642858347706,0.022814934844091188
64,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,619,H2O-E,270.12679902,-24.07127035,0.02509642858347706,0.022814934844091188
65,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,620,UNNAMED,270.12645376,-24.06207745,0.02509642858347706,0.0019012445172207754
66,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,621,UNNAMED,270.12713619,-24.05762963,0.02509642858347706,0.0019012445172207754
67,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,622,H2O-E,270.12631096,-24.05902255,0.02509642858347706,0.0076049780688831016
68,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,623,H2O-E,270.12922761,-24.05900837,0.02509642858347706,0.01711120049562651
69,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,624,H2O-E,270.12629153,-24.05568926,0.02509642858347706,0.0076049780688831016
70,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,625,H2O-E,270.09848506,-24.07471355,0.02509642858347706,0.022814934844091188
71,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,626,UNNAMED,270.13142368,-24.07119232,0.0006083982375426246,0.0007604978068883101
72,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,627,UNNAMED,270.13139513,-24.07344249,0.02509642858347706,0.0009506222586103877
73,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,628,UNNAMED,270.13184197,-24.07146807,0.02509642858347706,0.0007604978068883101
74,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,629,UNNAMED,270.13345093,-24.06871021,0.02509642858347706,0.0011407467103324651
75,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,630,UNNAMED,270.17555347,-24.07183899,0.01711120049562651,0.0007604978068883101
76,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,631,UNNAMED,270.16929542,-24.07048049,0.022814934844091188,0.022814934844091188
77,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,632,UNNAMED,270.17219587,-24.06768858,0.01711120049562651,0.022814934844091188
78,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,633,UNNAMED,270.17510928,-24.06711885,0.02509642858347706,0.011407467422045594
79,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,634,UNNAMED,270.17220883,-24.06991077,0.02509642858347706,0.011407467422045594
80,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,636,CH3OH-E,270.16715976,-24.07223534,0.02509642858347706,0.0003802489034441551
81,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,637,CH3OH-E,270.16716386,-24.07222421,0.02509642858347706,0.0003802489034441551
82,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,638,CH3OH-E,270.16889818,-24.0738158,0.02509642858347706,0.03422240099125302
83,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,764,UNNAMED,269.95498658,-23.76040634,0.1140746716706884,0.1140746716706884
84,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,769,UNNAMED,269.9722498,-23.71948852,0.1140746716706884,0.1140746716706884
85,1069,J1800.2-2403 ,270.0612,-24.0657,0.039319099999999996,0.035015114,773,OH-A,269.93827314,-23.75243189,0.02509642858347706,0.2281493433413768
0,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,553,W 28 A2,270.16779558,-24.099099300000002,0.02509642858347706,0.1140746716706884
1,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,554,UNNAMED,270.17218130000003,-24.06518861,0.02509642858347706,0.10266720552352658
2,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,555,UNNAMED,270.13262731,-24.070380899999996,0.09125973937636477,0.022814934844091188
3,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,556,UNNAMED,270.17020162,-24.08297627,0.02509642858347706,0.06844480198250602
4,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,557,UNNAMED,270.16687802,-24.08465911,0.02509642858347706,0.06844480198250602
5,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,558,UNNAMED,270.17354303,-24.08434894,0.02509642858347706,0.10266720552352658
6,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,559,UNNAMED,270.15684730000004,-24.07943,0.06844480198250602,0.1140746716706884
7,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,560,UNNAMED,270.15886261,-24.06775337,0.07300778946127777,0.009506222426743406
8,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,561,UNNAMED,270.1559994,-24.07693409,0.02509642858347706,0.03422240099125302
9,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,562,UNNAMED,270.16960684,-24.05242316,0.02509642858347706,0.06844480198250602
10,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,563,UNNAMED,270.14590392,-24.06059402,0.0410668796596431,0.03422240099125302
11,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,564,UNNAMED,270.14831811,-24.04585985,0.09240048497117392,0.07985226812966786
12,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,565,UNNAMED,270.14180365,-24.072003,0.02509642858347706,0.03422240099125302
13,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,567,UNNAMED,270.16722181,-24.07215726,0.02509642858347706,0.03422240099125302
14,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,568,UCL 9,270.14014185,-24.07284442,0.02509642858347706,0.045629869688182376
15,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,569,OH-E,270.13968439999996,-24.13729203,0.02509642858347706,0.2281493433413768
16,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,570,OH-A,270.12636439,-24.06818909,0.02509642858347706,0.09125973937636477
17,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,571,OH-A,270.11593481,-24.06601752,0.02509642858347706,0.2281493433413768
18,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,572,H2CO,270.16510286,-24.06605635,0.02509642858347706,0.045629869688182376
19,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,573,NH3,270.13637377,-24.14119706,0.02509642858347706,0.022814934844091188
20,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,574,UNNAMED,270.22383433,-24.13410526,0.02509642858347706,0.1140746716706884
21,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,575,17578-2409,270.21902731,-24.16718466,0.02509642858347706,0.022814934844091188
22,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,576,CO,270.13602379,-24.08119789,0.02509642858347706,0.013308711779905898
23,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,579,UNNAMED,270.13304398,-24.07037888,0.02509642858347706,0.022814934844091188
24,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,585,RAFGL 2046,270.11718966,-24.06684476,0.02509642858347706,0.1140746716706884
25,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,608,OH-E,270.16110789,-24.09552064,0.02509642858347706,0.2281493433413768
26,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,616,H2O-E,270.13468473,-24.0659264,0.02509642858347706,0.01901244485348681
27,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,630,UNNAMED,270.17555347,-24.07183899,0.01711120049562651,0.0007604978068883101
28,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,631,UNNAMED,270.16929542,-24.07048049,0.022814934844091188,0.022814934844091188
29,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,632,UNNAMED,270.17219587,-24.06768858,0.01711120049562651,0.022814934844091188
30,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,633,UNNAMED,270.17510928,-24.06711885,0.02509642858347706,0.011407467422045594
31,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,634,UNNAMED,270.17220883,-24.06991077,0.02509642858347706,0.011407467422045594
32,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,636,CH3OH-E,270.16715976,-24.07223534,0.02509642858347706,0.0003802489034441551
33,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,637,CH3OH-E,270.16716386,-24.07222421,0.02509642858347706,0.0003802489034441551
34,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,638,CH3OH-E,270.16889818,-24.0738158,0.02509642858347706,0.03422240099125302
35,1071,J1800.9-2407 ,270.2354,-24.1333,0.030808171000000002,0.03612349,904,UNNAMED,270.34170401,-22.90018134,0.02509642858347706,1.1407466555124632
0,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,775,UNNAMED,270.49990076,-23.95887223,0.045629869688182376,0.03422240099125302
1,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,776,UNNAMED,270.49444055,-23.95139865,0.02509642858347706,0.022814934844091188
2,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,777,UNNAMED,270.51201297,-23.96381344,0.02509642858347706,0.045629869688182376
3,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,778,UNNAMED,270.4999331,-23.9644277,0.02509642858347706,0.03422240099125302
4,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,779,17588-2356,270.47851215,-23.93508693,0.02509642858347706,0.022814934844091188
5,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,780,17588-2358,270.48582004,-23.97366309,0.02509642858347706,0.022814934844091188
6,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,781,RAFGL 5176S,270.49030467,-23.95669661,0.02509642858347706,0.1140746716706884
7,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,793,UNNAMED,270.47890459,-23.859250600000003,0.02509642858347706,0.03422240099125302
8,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,881,[CII],270.40310303,-23.43322393,0.02509642858347706,0.2281493433413768
9,1075,J1801.8-2358 ,270.4545,-23.9827,0.035107426000000004,0.032145283999999996,904,UNNAMED,270.34170401,-22.90018134,0.02509642858347706,1.1407466555124632
0,1089,J1804.9-1745 ,271.2358,-17.7571,0.16896367,0.10086088,2374,W 33A,271.16474326,-17.87916806,0.02509642858347706,0.0038024890344415508
0,1093,J1806.2-1347 ,271.5611,-13.7934,0.121135175,0.079041585,3037,UNNAMED,271.50296004,-14.21608778,0.02509642858347706,0.2281493433413768
1,1093,J1806.2-1347 ,271.5611,-13.7934,0.121135175,0.079041585,3038,UNNAMED,271.54879166,-14.21586511,0.02509642858347706,0.2281493433413768
2,1093,J1806.2-1347 ,271.5611,-13.7934,0.121135175,0.079041585,3042,CO,271.66821741,-13.94361473,0.02509642858347706,0.022814934844091188
0,1115,J1813.2-1128 ,273.3029,-11.4807,0.070646815,0.08682079,3403,"S 54,Gum 84",274.47347014,-11.72997114,1.5970453013989363,0.022814934844091188
0,1117,J1813.7-1152 ,273.4476,-11.8736,0.05486712,0.052073885,3403,"S 54,Gum 84",274.47347014,-11.72997114,1.5970453013989363,0.022814934844091188
0,1126,J1815.3-1336 ,273.8467,-13.6052,0.12874895,0.11300073,2556,UNNAMED,273.93338534,-16.86598879,0.02509642858347706,1.1407466555124632
1,1126,J1815.3-1336 ,273.8467,-13.6052,0.12874895,0.11300073,2647,UNNAMED,273.9746065,-16.78245443,0.02509642858347706,2.2814933110249265
2,1126,J1815.3-1336 ,273.8467,-13.6052,0.12874895,0.11300073,3150,OH-A,274.42966424,-13.76243128,0.3422240048129951,0.2281493433413768
0,1127,J1815.8-1416 ,273.9708,-14.275,0.065617464,0.062386934000000005,2556,UNNAMED,273.93338534,-16.86598879,0.02509642858347706,1.1407466555124632
1,1127,J1815.8-1416 ,273.9708,-14.275,0.065617464,0.062386934000000005,2647,UNNAMED,273.9746065,-16.78245443,0.02509642858347706,2.2814933110249265
2,1127,J1815.8-1416 ,273.9708,-14.275,0.065617464,0.062386934000000005,3150,OH-A,274.42966424,-13.76243128,0.3422240048129951,0.2281493433413768
0,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3409,UNNAMED,274.27987336,-12.16924844,0.02509642858347706,0.045629869688182376
1,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3412,[CII],274.20077248,-12.18129877,0.02509642858347706,0.3422240048129951
2,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3414,UNNAMED,274.25999766,-12.19351177,0.10837093349757244,0.03422240099125302
3,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3415,UNNAMED,274.21504511,-12.20234094,0.02509642858347706,0.03422240099125302
4,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3416,UNNAMED,274.26683294,-12.22681239,0.02509642858347706,0.1140746716706884
5,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3417,UNNAMED,274.19246662,-12.18661689,0.02509642858347706,0.07985226812966786
6,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3418,UNNAMED,274.15927842,-12.21483372,0.02509642858347706,0.1140746716706884
7,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3419,18139-1208,274.19217065,-12.12828426,0.02509642858347706,0.022814934844091188
8,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3420,RAFGL 2108,274.21376984,-12.19734707,0.02509642858347706,0.1140746716706884
9,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3422,UNNAMED,274.31318697,-12.16575356,0.07985226812966786,0.1140746716706884
10,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3424,UNNAMED,274.33724027,-12.14369223,0.06844480198250602,0.03422240099125302
11,1132,J1816.5-1208 ,274.1329,-12.1448,0.05194877,0.0687143,3427,H2CO,274.2922793,-12.15085473,0.02509642858347706,0.045629869688182376
0,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3147,UNNAMED,274.66757456,-13.84572371,0.02509642858347706,2.2814933110249265
1,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3403,"S 54,Gum 84",274.47347014,-11.72997114,1.5970453013989363,0.022814934844091188
2,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3407,UNNAMED,274.47821813,-11.84494956,0.02509642858347706,0.3422240048129951
3,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3408,UNNAMED,274.46150228,-11.83503046,0.02509642858347706,0.3422240048129951
4,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3410,UNNAMED,274.44767615,-11.81981951,0.02509642858347706,0.2281493433413768
5,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3411,UNNAMED,274.47250681,-11.78664318,0.02509642858347706,0.2281493433413768
6,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3436,[CII],274.32474802,-11.98069519,0.02509642858347706,0.3422240048129951
7,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3438,UNNAMED,274.41641142,-11.89886093,0.02509642858347706,0.1140746716706884
8,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3440,UNNAMED,274.40351976,-11.9036457,0.02509642858347706,0.2281493433413768
9,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3443,UNNAMED,274.47556172,-11.73162769,0.045629869688182376,0.045629869688182376
10,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3444,UNNAMED,274.47352211,-11.74024879,0.02509642858347706,0.03422240099125302
11,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3445,UNNAMED,274.46934596,-11.73832456,0.02509642858347706,0.0570373358353442
12,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3446,UNNAMED,274.47185418,-11.73997909,0.02509642858347706,0.045629869688182376
13,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3447,UNNAMED,274.46515998,-11.73445592,0.02509642858347706,0.045629869688182376
14,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3448,UNNAMED,274.48178732,-11.72687523,0.02509642858347706,0.03422240099125302
15,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3449,[CII],274.48142368,-11.65493165,0.02509642858347706,0.3422240048129951
16,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3450,18150-1142,274.46864848,-11.682771699999998,0.02509642858347706,0.022814934844091188
17,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3451,RAFGL 2113,274.46403089,-11.75835058,0.02509642858347706,0.1140746716706884
18,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3452,OH-A,274.44889372,-11.81342464,0.02509642858347706,0.3422240048129951
19,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3453,CO,274.47220729,-11.47997414,0.02509642858347706,0.022814934844091188
20,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3454,OH-A,274.45856197,-11.83032243,0.02509642858347706,0.2281493433413768
21,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3455,H2CO,274.46518807,-11.74001141,0.02509642858347706,0.045629869688182376
22,1137,J1817.9-1135 ,274.4876,-11.5966,0.05765219,0.073075816,3456,18151-1134,274.48759868,-11.55767828,0.02509642858347706,0.022814934844091188
0,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3134,"M 16,S 49,Gu",274.65984208,-13.96242933,1.0266720144389851,0.022814934844091188
1,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3135,"RCW 165,Eagl",274.70992267,-13.97885353,0.02509642858347706,0.7985226506994683
2,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3136,NGC 6611,274.70880876,-13.76218951,0.06844480198250602,0.022814934844091188
3,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3137,CO,274.91743413,-13.822290599999999,0.02509642858347706,0.4562986866827536
4,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3139,CO,274.77735359,-13.88547005,0.06844480198250602,0.009506222426743406
5,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3140,UNNAMED,274.70906563,-13.812188899999999,0.02509642858347706,0.03422240099125302
6,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3141,UNNAMED,274.75906045,-13.81194665,0.13688960396501207,0.5703733277562316
7,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3142,UNNAMED,274.68385413,-13.77064387,0.02509642858347706,0.1140746716706884
8,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3143,UNNAMED,274.78362983,-13.72849321,0.02509642858347706,0.2281493433413768
9,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3144,UNNAMED,274.68385698,-13.77119942,0.02509642858347706,0.2281493433413768
10,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3145,UNNAMED,274.67851798,-13.70511334,0.02509642858347706,0.1140746716706884
11,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3146,UNNAMED,274.68978395,-13.70839213,0.02509642858347706,0.2281493433413768
12,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3147,UNNAMED,274.66757456,-13.84572371,0.02509642858347706,2.2814933110249265
13,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3148,UNNAMED,274.62522712,-13.71259391,0.02509642858347706,0.1140746716706884
14,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3149,UNNAMED,274.66663291,-13.66239262,0.02509642858347706,0.1140746716706884
15,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3150,OH-A,274.42966424,-13.76243128,0.3422240048129951,0.2281493433413768
16,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3151,OH-A,274.70889437,-13.77885597,0.02509642858347706,0.09125973937636477
17,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3152,CO,274.20889034,-13.7710017,0.02509642858347706,0.013308711779905898
18,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3153,CO,274.83796199,-13.76156372,0.02509642858347706,0.022814934844091188
19,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3154,18160-1400,274.7191527,-13.99130896,0.02509642858347706,0.022814934844091188
20,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3155,RAFGL 2119,274.73473141,-13.94206618,0.02509642858347706,0.1140746716706884
21,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3156,UNNAMED,274.68441088,-13.87897588,0.02509642858347706,0.0570373358353442
22,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3157,UNNAMED,274.70137819999997,-13.85667116,0.02509642858347706,0.03422240099125302
23,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3158,UNNAMED,274.52549961,-13.764189000000002,0.0034222402903578662,0.011407467422045594
24,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3159,18152-1346,274.53126815,-13.75166088,0.02509642858347706,0.022814934844091188
25,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3160,H2O-E,274.53098868,-13.75403171,0.02509642858347706,1.9012444923207015e-05
26,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3161,H2O-E,274.53961635,-13.75467602,0.02509642858347706,0.022814934844091188
27,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3162,UNNAMED,274.53919973,-13.75467804,0.02509642858347706,0.0038024890344415508
28,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3163,HH216 M16-HH,274.73057469,-13.86291865,0.02509642858347706,0.022814934844091188
29,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3164,UNNAMED,274.73672124,-13.84288861,0.02509642858347706,0.03422240099125302
30,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3165,UNNAMED,274.73469666,-13.85428746,0.02509642858347706,0.06844480198250602
31,1138,J1818.0-1339 ,274.5187,-13.6527,0.14980441,0.12576266,3166,UNNAMED,274.72626711,-13.83543917,0.02509642858347706,0.045629869688182376
