N,ID1,NAME1,RA1,DE1,SIGMA_RA1,SIGMA_DE1,ID2,NAME2,RA2,DE2,SIGMA_RA2,SIGMA_DE2
0,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14081,UNNAMED,0.72028975,67.24498202,1.3688960192519803,0.3422240048129951
1,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14082,DA1,0.68658813,67.32831638,0.6958554655740818,0.10266720552352658
2,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14084,UNNAMED,0.7202973000000001,67.27831533,1.7111200240649755,0.022814934844091188
3,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14130,UNNAMED,1.5084693999999998,67.24492933,0.02509642858347706,0.2281493433413768
4,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14131,UNNAMED,1.5501989999999999,67.24853619,0.02509642858347706,0.09125973937636477
5,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14132,UNNAMED,1.52282097,67.27603897,0.13688960396501207,0.07985226812966786
6,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14134,UNNAMED,1.39888035,67.24049533,0.02509642858347706,0.06844480198250602
7,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14136,CO,1.28095802,67.41244976,0.02509642858347706,0.045629869688182376
8,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14137,H2CO,1.43695878,67.46910276,0.02509642858347706,0.03422240099125302
9,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14138,00027+6700,1.35211745,67.27827723,0.02509642858347706,0.022814934844091188
10,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14139,00034+6658,1.52618028,67.25742753,0.02509642858347706,0.022814934844091188
11,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14155,00013+6717,0.99437794,67.56163603,0.02509642858347706,0.022814934844091188
12,6,J0005.6+6746 ,1.4155,67.7688,0.16153802,0.18574727,14350,L_1272,0.64442825,67.27831765,2.2814933110249265,0.022814934844091188
0,8,J0008.4+6926 ,2.1072,69.4409,0.07513376,0.06389021,14086,UNNAMED,2.03647128,68.37819747,0.02509642858347706,0.4562986866827536
0,11,J0009.2+6847 ,2.3045,68.7932,0.09733151,0.116129324,14086,UNNAMED,2.03647128,68.37819747,0.02509642858347706,0.4562986866827536
1,11,J0009.2+6847 ,2.3045,68.7932,0.09733151,0.116129324,14146,NGC 7822,0.89778567,68.61164035,0.6844480096259902,0.022814934844091188
0,32,J0052.1+6444 ,13.0433,64.742,0.06447471,0.07175411,14390,FT23,12.81333478,64.62679653,0.10266720552352658,0.022814934844091188
0,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15460,S 202,49.69891993,59.63185745,1.9392693062119315,0.022814934844091188
1,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15496,BFS 28,52.51480233,59.70465062,0.2281493433413768,0.022814934844091188
2,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15497,CO,52.51486486,59.70881717,0.02509642858347706,0.022814934844091188
3,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15498,03258+5927,52.47889582,59.62811891,0.02509642858347706,0.022814934844091188
4,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15499,CO,52.38659092,59.53235725,0.02509642858347706,0.009506222426743406
5,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15500,BFS 29,52.46072855,58.87150108,0.3422240048129951,0.022814934844091188
6,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15502,03234+5843,51.86779096,58.90236673,0.02509642858347706,0.022814934844091188
7,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15503,RAFGL 490,51.91133732,58.78358764,0.02509642858347706,0.1140746716706884
8,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15504,OH-A,51.95319518,58.7823179,0.02509642858347706,0.2281493433413768
9,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15505,OH-A,51.91090684,58.78275591,0.02509642858347706,0.09125973937636477
10,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15506,CH,51.93608976,58.78682728,0.02509642858347706,0.2281493433413768
11,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15507,CS,51.93525229,58.78683046,0.02509642858347706,0.022814934844091188
12,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15508,UNNAMED,51.91175606,58.78358605,0.02509642858347706,0.0005703733551662326
13,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15509,CL 490,51.91183824,58.78347463,0.02509642858347706,0.0003802489034441551
14,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15510,UNNAMED,51.912174799999995,58.78358447,0.02509642858347706,0.011407467422045594
15,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15511,UNNAMED,51.90966238,58.78359398,0.02509642858347706,0.0019012445172207754
16,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15512,H2O-E,51.90967021,58.78414952,0.02509642858347706,0.0076049780688831016
17,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15513,H2O-E,51.90711079,58.78082579999999,0.02509642858347706,0.0076049780688831016
18,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15514,H2O-E,51.912129,58.78330685,0.02509642858347706,5.703733850463208e-05
19,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15515,CO,51.91009287,58.78442571,0.0570373358353442,0.009506222426743406
20,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15516,CO,51.89830167,58.77974802,0.02509642858347706,0.011407467422045594
21,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15517,CO,51.9104881,58.782757499999995,0.02509642858347706,0.011407467422045594
22,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15518,CO,51.91091467,58.78331145,0.015209956137766203,0.0038024890344415508
23,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15519,CS,51.90972114,58.78776053,0.02509642858347706,0.011407467422045594
24,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15520,CO,51.91175214,58.78330828,0.0076049780688831016,0.0038024890344415508
25,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15521,CO,51.91175449,58.78347494,0.0076049780688831016,0.0038024890344415508
26,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15522,CO,51.90674297,58.7844384,0.6844480096259902,0.011407467422045594
27,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15523,CS,51.91079897,58.83442433,0.011407467422045594,0.005703733711022797
28,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15525,HCN,51.9352131,58.78405276,0.02509642858347706,0.015209956137766203
29,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15526,CS,51.91217088,58.783306700000004,0.02509642858347706,0.009506222426743406
30,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15527,H2,51.91055078,58.78720182,0.02509642858347706,0.0038024890344415508
31,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15528,CL 490,51.9108971,58.78325319,0.02509642858347706,0.00017111199061382268
32,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15529,E1,51.91294693,58.78488713,0.02509642858347706,0.022814934844091188
33,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15530,E2,51.91341867,58.78329919,0.02509642858347706,0.022814934844091188
34,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15531,West,51.907276200000005,58.78305301,0.02509642858347706,0.022814934844091188
35,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15532,CL 490,51.91158621,58.78342002,0.02509642858347706,0.0003802489034441551
36,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15533,UNNAMED,51.92773072,58.7879701,0.02509642858347706,0.0076049780688831016
37,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15534,UNNAMED,51.92103094,58.78799548,0.02509642858347706,0.005703733711022797
38,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15535,CS,51.9210309,58.787992700000004,0.02509642858347706,0.0038024890344415508
39,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15536,CO,51.919356,58.78800182,0.02509642858347706,0.013308711779905898
40,127,J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883,15537,03258+5842,52.47632032,58.87838620000001,0.02509642858347706,0.022814934844091188
0,130,J0330.7+5845 ,52.687,58.7523,0.18864633,0.18686579,15500,BFS 29,52.46072855,58.87150108,0.3422240048129951,0.022814934844091188
1,130,J0330.7+5845 ,52.687,58.7523,0.18864633,0.18686579,15501,VDB 15,52.54494883,58.90451368,0.02509642858347706,0.2281493433413768
2,130,J0330.7+5845 ,52.687,58.7523,0.18864633,0.18686579,15522,CO,51.90674297,58.7844384,0.6844480096259902,0.011407467422045594
3,130,J0330.7+5845 ,52.687,58.7523,0.18864633,0.18686579,15537,03258+5842,52.47632032,58.87838620000001,0.02509642858347706,0.022814934844091188
4,130,J0330.7+5845 ,52.687,58.7523,0.18864633,0.18686579,15538,CO,52.4501036,58.71320412,0.02509642858347706,0.022814934844091188
0,138,J0341.9+3153 ,55.4852,31.8952,0.11864062,0.07875693,16020,CO,55.27786744,31.16009941,0.02509642858347706,0.4562986866827536
0,144,J0359.3+3626 ,59.8321,36.4398,0.15708187,0.16219677,15976,S 220,60.06872026,36.62393541,3.6503894934620287,0.022814934844091188
1,144,J0359.3+3626 ,59.8321,36.4398,0.15708187,0.16219677,15977,NGC 1499,60.06866607,36.61560219,1.5970453013989363,0.022814934844091188
2,144,J0359.3+3626 ,59.8321,36.4398,0.15708187,0.16219677,15980,UNNAMED,60.16879215,36.60684911,0.02509642858347706,0.022814934844091188
3,144,J0359.3+3626 ,59.8321,36.4398,0.15708187,0.16219677,15991,03563+3621,59.90558347,36.50739453,0.02509642858347706,0.022814934844091188
4,144,J0359.3+3626 ,59.8321,36.4398,0.15708187,0.16219677,15992,03579+3621,60.30336942,36.50406087,0.02509642858347706,0.022814934844091188
5,144,J0359.3+3626 ,59.8321,36.4398,0.15708187,0.16219677,15993,GY 8,60.11600661,36.19039848,0.011407467422045594,0.022814934844091188
6,144,J0359.3+3626 ,59.8321,36.4398,0.15708187,0.16219677,15995,CO,59.50530327,36.64295563,0.02509642858347706,0.03422240099125302
7,144,J0359.3+3626 ,59.8321,36.4398,0.15708187,0.16219677,16001,UNNAMED,60.2940167,36.60632366,0.02509642858347706,0.4562986866827536
0,151,J0409.7+4006 ,62.4352,40.1091,0.14277074,0.1855456,15938,04067+3954,62.5352006,40.04019082,0.02509642858347706,0.022814934844091188
1,151,J0409.7+4006 ,62.4352,40.1091,0.14277074,0.1855456,15939,L_1459,62.09306187,39.63207767,2.395568033690965,0.022814934844091188
0,162,J0427.9+3632 ,66.9813,36.5339,0.15027092,0.23435456,15976,S 220,60.06872026,36.62393541,3.6503894934620287,0.022814934844091188
0,176,J0453.3+2843 ,73.334,28.7304,0.31992927,0.1796109,16153,AURIGA CLOUD,73.29756825,30.58185149,0.02509642858347706,4.562986622049854
0,187,J0512.3+3329 ,78.0817,33.4844,0.06385469,0.053573395999999995,16142,UNNAMED,78.92651648,34.30542735,0.4106688220941063,1.0266720144389851
1,187,J0512.3+3329 ,78.0817,33.4844,0.06385469,0.053573395999999995,16151,UNNAMED,78.92339445,33.85543505,0.4106688220941063,0.5703733277562316
0,196,J0531.7+1241 ,82.945,12.6888,0.12901281,0.15075527,17213,"L_1582,RNO 4",82.95187189,12.53585358,0.0718670438664686,0.022814934844091188
0,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16172,S 230,80.62635971,34.13064439,3.4222400481299515,0.022814934844091188
1,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16386,S 237,82.90332532,34.24471358,0.07985226812966786,0.022814934844091188
2,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16387,UNNAMED,82.85348072,34.269954,0.03422240099125302,0.022814934844091188
3,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16388,UNNAMED,82.84074058,34.23668146,0.02509642858347706,0.022814934844091188
4,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16389,NGC 1931,82.85336324,34.25328763,0.011407467422045594,0.022814934844091188
5,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16390,UNNAMED,82.85747292,34.24493437,0.15970453625933573,0.022814934844091188
6,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16391,UNNAMED,82.86624614,34.24766995,0.0570373358353442,0.0076049780688831016
7,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16392,UNNAMED,82.85706391,34.24604747,0.02509642858347706,0.045629869688182376
8,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16393,UNNAMED,82.85037685,34.24357963,0.02509642858347706,0.0570373358353442
9,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16394,UNNAMED,82.85996026,34.24297792,0.02509642858347706,0.011407467422045594
10,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16395,UNNAMED,82.85747879,34.24576769,0.008555600247813254,0.0013308711620545427
11,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16396,UNNAMED,82.85914616,34.24575966,0.02509642858347706,0.011407467422045594
12,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16397,UNNAMED,82.89157024,34.58644249,0.02509642858347706,0.1140746716706884
13,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16398,UNNAMED,82.82800064,34.20340892,0.02509642858347706,0.2281493433413768
14,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16399,UNNAMED,82.84908718,34.23803019,0.02509642858347706,0.03422240099125302
15,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16400,UNNAMED,82.85706587,34.24632524,0.02509642858347706,0.03422240099125302
16,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16401,RAFGL 5144,82.8576413,34.26882284,0.02509642858347706,0.1140746716706884
17,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16402,complex,82.86083896,34.24936268,0.02509642858347706,0.022814934844091188
18,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16403,FIRSSE 78,82.85763738,34.26826729,0.02509642858347706,0.1140746716706884
19,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16404,UNNAMED,82.85914811,34.24603743,0.007034604634036635,0.022814934844091188
20,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16405,UNNAMED,82.85748075,34.24604546,0.06045957771930676,0.022814934844091188
21,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16406,UNNAMED,82.85764913,34.26993393,0.02509642858347706,0.011407467422045594
22,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16407,05280+3408,82.85029698,34.1730233,0.13688960396501207,0.022814934844091188
23,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16408,CO,82.86943254,34.16737551,0.02509642858347706,0.022814934844091188
24,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16412,UNNAMED,82.69885331,33.79791289,0.02509642858347706,0.0038024890344415508
25,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16413,05274+3345,82.69009771,33.79767725,0.02509642858347706,0.022814934844091188
26,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16415,CO,82.69591993,33.79570475,0.02509642858347706,0.011407467422045594
27,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16416,HH190,82.6896828,33.79795703,0.02509642858347706,0.022814934844091188
28,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16417,HH 190,82.68985031,33.79806734,0.02509642858347706,0.0003802489034441551
29,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16418,UNNAMED,82.70006207,33.79849319,3.802488984641404e-06,5.703733850463208e-05
30,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16419,UNNAMED,82.70007007,33.79844593,0.02509642858347706,0.00019012445172207756
31,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16420,UNNAMED,82.70002414,33.79843504,0.02509642858347706,0.0005703733551662326
32,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16421,UNNAMED,82.70006602,33.79846262,0.02509642858347706,0.0013308711620545427
33,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16422,H2O-E,82.70006389,33.79815707,0.02509642858347706,0.00017111199061382268
34,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16423,H2O-E,82.70006622,33.7984904,0.02509642858347706,0.00017111199061382268
35,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16424,H2O-E,82.70077485,33.79848698,0.02509642858347706,0.00017111199061382268
36,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16425,H2O-E,82.70016628,33.79849269,0.02509642858347706,1.9012444923207015e-05
37,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16426,H2O-E,82.70004963,33.79012923,0.02509642858347706,0.015209956137766203
38,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16427,H2O-E,82.70010383,33.79790687,0.02509642858347706,0.022814934844091188
39,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16428,H2O-E,82.70338823,33.79066872,0.02509642858347706,0.011407467422045594
40,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16430,CO,82.70010771,33.79846242,0.02509642858347706,0.005703733711022797
41,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16431,CH3OH-E,82.70930144,33.80175155,0.02509642858347706,0.0076049780688831016
42,198,J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924,16432,CH3OH-E,82.71013513,33.80174754,0.02509642858347706,0.07985226812966786
0,200,J0534.0+3746 ,83.5139,37.7713,0.12629873,0.16086605,16120,05302+3739,83.41721013,37.68535244,0.02509642858347706,0.022814934844091188
1,200,J0534.0+3746 ,83.5139,37.7713,0.12629873,0.16086605,16124,L_1509,83.55086226,37.28331194,0.25096427563570045,0.022814934844091188
2,200,J0534.0+3746 ,83.5139,37.7713,0.12629873,0.16086605,16125,CO,83.41775483,37.91785402,0.02509642858347706,0.4562986866827536
3,200,J0534.0+3746 ,83.5139,37.7713,0.12629873,0.16086605,16126,05308+3752,83.56436948,37.90214684,0.02509642858347706,0.022814934844091188
4,200,J0534.0+3746 ,83.5139,37.7713,0.12629873,0.16086605,16160,05313+3734,83.68425452,37.6098967,0.02509642858347706,0.022814934844091188
5,200,J0534.0+3746 ,83.5139,37.7713,0.12629873,0.16086605,16161,05318+3732,83.81650866,37.57009131,0.02509642858347706,0.022814934844091188
0,202,J0535.3+0934 ,83.8408,9.5824,0.13689998,0.12910002,17212,LAMBDA ORI s,83.79309249,9.93176675,4.448912062568937,0.022814934844091188
0,204,J0537.5+0959 ,84.3775,9.986,0.104830034,0.090756364,17212,LAMBDA ORI s,83.79309249,9.93176675,4.448912062568937,0.022814934844091188
0,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16187,S 231,84.84110822,35.91039129,0.13688960396501207,0.022814934844091188
1,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16190,OH-E,84.44649731,36.20841457,0.02509642858347706,0.2281493433413768
2,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16192,05345+3556,84.49105968,35.9779175,0.02509642858347706,0.022814934844091188
3,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16193,FIRSSE 97,84.93803064,36.05325852,0.02509642858347706,0.1140746716706884
4,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16194,05358+3557,84.79874721,35.98781963,0.02509642858347706,0.022814934844091188
5,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16195,CO,84.90720118,35.82923702,0.02509642858347706,0.022814934844091188
6,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16197,05358+3548,84.80680533,35.83694473,0.02509642858347706,0.022814934844091188
7,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16198,05364+3552,84.94149566,35.90157246,0.02509642858347706,0.022814934844091188
8,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16199,S 233,84.71569913,35.86099663,0.022814934844091188,0.022814934844091188
9,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16200,UNNAMED,84.64055156,35.84469286,0.02509642858347706,0.022814934844091188
10,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16201,UNNAMED,84.63941762,35.86053195,0.02509642858347706,0.010266719914910773
11,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16202,UNNAMED,84.62397738,35.85810652,0.01711120049562651,0.0019012445172207754
12,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16203,UNNAMED,84.58933743,35.8521627,0.02509642858347706,0.2281493433413768
13,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16204,UNNAMED,84.63021926,35.85668744,0.02509642858347706,0.0570373358353442
14,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16205,complex,84.61727986,35.85424993,0.02509642858347706,0.022814934844091188
15,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16206,FIRSSE 94,84.63651837,35.863046000000004,0.02509642858347706,0.1140746716706884
16,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16207,UNNAMED,84.84012729,35.77706039,0.13688960396501207,0.1140746716706884
17,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16208,UNNAMED,84.79328441,35.75534201,0.02509642858347706,0.0076049780688831016
18,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16209,Cluster,84.80210454,35.7644662,0.02509642858347706,0.011407467422045594
19,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16210,NH3,84.7962632,35.76366109,0.02509642858347706,0.0076049780688831016
20,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16211,NH3,84.80169182,35.76502376,0.02509642858347706,0.0076049780688831016
21,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16212,CO,84.67769656,35.79451248,0.02509642858347706,0.03422240099125302
22,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16213,CO,84.66977497,35.85094063,0.02509642858347706,0.022814934844091188
23,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16214,OH-E,84.80753928,35.76666219,0.02509642858347706,0.0076049780688831016
24,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16215,H2O-E,84.80377583,35.76501369,0.02509642858347706,0.0076049780688831016
25,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16216,CH3OH-E,84.80440792,35.76424673,0.02509642858347706,0.0003802489034441551
26,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16217,CH3OH-E,84.80377379,35.76473591,0.02509642858347706,0.0076049780688831016
27,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16218,CS,84.79680504,35.76365847,0.015400080828528987,0.0076049780688831016
28,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16220,05361+3539,84.86524756,35.67860392,0.02509642858347706,0.022814934844091188
29,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16221,H2O-E,84.86611169,35.68276648,0.02509642858347706,0.0076049780688831016
30,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16222,H2O-E,84.86569489,35.68276849,0.02509642858347706,0.022814934844091188
31,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16223,CS,84.87064559999999,35.67579999,0.02509642858347706,0.0076049780688831016
32,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16274,UNNAMED,85.09081882,35.85918297,0.13688960396501207,0.022814934844091188
33,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16285,HCO+,85.22272345,35.6585415,0.17111200240649754,0.0570373358353442
34,205,J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487,16358,05375+3536,85.21883599,35.63994887,0.15970453625933573,0.022814934844091188
0,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16183,NS 6,84.96681353,36.33701319,0.004753111213371703,0.022814934844091188
1,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16184,05365+3618,84.97307174,36.33781628,0.02509642858347706,0.022814934844091188
2,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16193,FIRSSE 97,84.93803064,36.05325852,0.02509642858347706,0.1140746716706884
3,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16196,05366+3601,85.01059679,36.05874106,0.02509642858347706,0.022814934844091188
4,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16219,RAFGL 5161,85.13026706,35.83899183,0.02509642858347706,0.1140746716706884
5,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16240,05380+3608,85.34691875,36.16544946,0.02509642858347706,0.022814934844091188
6,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16241,S 232,85.61843855,36.18996925,0.4562986866827536,0.022814934844091188
7,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16244,DA185,85.34212405,36.02463687,0.02509642858347706,0.10266720552352658
8,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16264,CO,85.19903354,35.66782292,0.02509642858347706,0.9125973733655072
9,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16265,UNNAMED,85.31383161,35.97505067,0.02509642858347706,0.005703733711022797
10,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16266,FIRSSE 99,85.13235102,35.83898175,0.02509642858347706,0.1140746716706884
11,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16273,UNNAMED,85.24904672,35.83758392,0.02509642858347706,0.10266720552352658
12,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16275,UNNAMED,85.24701184,35.84426055,0.02509642858347706,0.06844480198250602
13,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16278,UNNAMED,85.29715759,35.86179604,0.08327451001363043,0.1140746716706884
14,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16280,UNNAMED,85.25753592,35.85837655,0.02509642858347706,0.2281493433413768
15,210,J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734,16283,CO,85.27408482,35.84162953,0.02509642858347706,0.1140746716706884
0,211,J0542.4+3547 ,85.6081,35.7849,0.1515457,0.1332264,16241,S 232,85.61843855,36.18996925,0.4562986866827536,0.022814934844091188
1,211,J0542.4+3547 ,85.6081,35.7849,0.1515457,0.1332264,16243,UNNAMED,85.60598873,36.19725186,0.02509642858347706,0.1140746716706884
