NAME,RA,DE,SIGMA_RA,SIGMA_DE
4FGL J0150.4+4848 ,27.6144,48.814,0.0884594,0.08940289
4FGL J0153.3+5416 ,28.3257,54.2738,0.040938813,0.048505913
4FGL J0154.6+0051 ,28.6607,0.8619,0.057166785,0.071066156
4FGL J0156.3-2420 ,29.0777,-24.3345,0.03759212,0.042017777
4FGL J0158.4+1230 ,29.6173,12.5034,0.6315572,0.82318133
4FGL J0159.0+3313 ,29.7665,33.2175,0.0711819,0.05285942
4FGL J0202.4+2943 ,30.6203,29.7292,0.04883385,0.048744075
4FGL J0204.3-3140 ,31.0751,-31.6713,0.091827475,0.09499747
4FGL J0204.7+6656 ,31.1953,66.9372,0.060407303,0.074513145
4FGL J0206.0-0958 ,31.5185,-9.9692,0.057000313,0.050313164
4FGL J0207.9+2203 ,31.9861,22.0591,0.06394177,0.07216273
4FGL J0207.9+0953 ,31.9967,9.885,0.097943425,0.09887431
4FGL J0209.8+2626 ,32.464,26.4335,0.09876748,0.118113495
4FGL J0211.5+6219 ,32.8999,62.3234,0.07375087,0.08782818
4FGL J0212.1+5321 ,33.0445,53.3507,0.020304121,0.019997818
4FGL J0214.9-3722 ,33.7429,-37.3826,0.18648796,0.2328873
4FGL J0215.0-5330 ,33.7602,-53.5004,0.067521326,0.06628251
4FGL J0222.7+5016 ,35.6853,50.2712,0.05843516,0.052956413
4FGL J0223.5+5415 ,35.8799,54.25,0.0404318,0.049430456
4FGL J0224.8+2937 ,36.2141,29.6292,0.16427852,0.16660526
4FGL J0225.5-5530 ,36.3823,-55.5049,0.055263102,0.06484443
4FGL J0226.9+7744 ,36.7454,77.7402,0.0425951,0.045944948
4FGL J0230.3+1713 ,37.5976,17.2224,0.09157856,0.08740083
4FGL J0231.0+3505 ,37.7745,35.0997,0.08441013,0.16721024
4FGL J0235.3+5650 ,38.8479,56.8478,0.055313606,0.058103066
4FGL J0237.1-0714 ,39.2845,-7.2456,0.064661175,0.063818045
4FGL J0237.3+2000 ,39.3279,20.0013,0.095157936,0.09944581
4FGL J0237.8+5238 ,39.4734,52.6347,0.029588496,0.029311616
4FGL J0238.7+2555 ,39.6991,25.9238,0.09285899,0.07409412
4FGL J0239.1+6634 ,39.784,66.5796,0.10801628,0.124137454
4FGL J0240.2-0248 ,40.0534,-2.8086,0.083104044,0.10604042
4FGL J0245.0+4755 ,41.2659,47.9193,0.08175788,0.07014914
4FGL J0246.0-4838 ,41.5226,-48.6422,0.119599536,0.12490927
4FGL J0251.1-1830 ,42.7835,-18.5093,0.03424394,0.03425613
4FGL J0252.0-3657 ,43.0169,-36.9622,0.104439385,0.07484696
4FGL J0252.3-2707 ,43.0843,-27.1309,0.29002166,0.33221963
4FGL J0257.8+7044 ,44.4628,70.7425,0.07498205,0.0732423
4FGL J0259.0+0552 ,44.7519,5.878,0.03486082,0.035055008
4FGL J0301.2+2546 ,45.3106,25.7753,0.054635156,0.061568823
4FGL J0301.6-5617 ,45.4136,-56.2995,0.06435435,0.06546694
4FGL J0302.5+3354 ,45.6256,33.9013,0.03962043,0.04090222
4FGL J0302.7+5717 ,45.6915,57.288,0.1404728,0.13133983
4FGL J0304.6+6554 ,46.1595,65.9065,0.086472556,0.071336076
4FGL J0308.9-4702 ,47.24,-47.0411,0.043551635,0.044349354
4FGL J0310.9-3458 ,47.728,-34.9797,0.09294449,0.08117839
4FGL J0312.1-0921 ,48.028,-9.3541,0.04643566,0.046677716
4FGL J0312.4-3221 ,48.1095,-32.3555,0.07082444,0.081613235
4FGL J0312.7+2012 ,48.1994,20.2164,0.040579315,0.037263382
4FGL J0313.6-7508 ,48.4162,-75.145,0.12474224,0.14030808
4FGL J0314.1+2827 ,48.5469,28.4522,0.08617276,0.10280558
4FGL J0314.1+5033 ,48.5489,50.5572,0.18269601,0.16903028
4FGL J0314.4-4805 ,48.6211,-48.0848,0.15077256,0.13898955
4FGL J0315.4-2643 ,48.8626,-26.7327,0.046814635,0.048541535
4FGL J0315.5+4231 ,48.8982,42.5332,0.05529213,0.048109055
4FGL J0318.8+2848 ,49.723,28.8077,0.1483916,0.21310851
4FGL J0319.9-3821 ,49.9975,-38.3577,0.19155034,0.16507065
4FGL J0324.8-2043 ,51.2191,-20.7285,0.07574718,0.0724652
4FGL J0327.6+2620 ,51.917,26.3341,0.0480858,0.044935577
4FGL J0328.4-4736 ,52.101,-47.6158,0.0666593,0.056847755
4FGL J0328.5+6114 ,52.143,61.2474,0.23607132,0.88260883
4FGL J0328.6-1129 ,52.1608,-11.4952,0.06627297,0.06332831
4FGL J0330.1+5038 ,52.5476,50.6337,0.05976333,0.065988444
4FGL J0330.7+5845 ,52.687,58.7523,0.18864633,0.18686579
4FGL J0330.7-2408 ,52.6938,-24.147,0.06813326,0.065492444
4FGL J0333.0-3044 ,53.2633,-30.7449,0.062398065,0.0608237
4FGL J0333.4-2705 ,53.3724,-27.086,0.08740857,0.117377475
4FGL J0336.0+7502 ,54.0249,75.05,0.024721816,0.025478855
4FGL J0337.5+2423 ,54.3941,24.3836,0.079732165,0.07849957
4FGL J0338.9-2848 ,54.7447,-28.8009,0.029028384,0.030302528
4FGL J0340.4+5302 ,55.1099,53.0363,0.046260357,0.04911283
4FGL J0341.9+3153 ,55.4852,31.8952,0.11864062,0.07875693
4FGL J0343.3-6303 ,55.8456,-63.0546,0.050048158,0.04925477
4FGL J0346.2+3235 ,56.5696,32.5853,0.0749549,0.07785117
4FGL J0347.0-6400 ,56.7604,-64.0034,0.07840036,0.08839968
4FGL J0355.1-1841 ,58.7773,-18.6928,0.05616136,0.05155485
4FGL J0358.1+2850 ,59.5277,28.8479,0.2120882,0.17244385
4FGL J0359.3+3626 ,59.8321,36.4398,0.15708187,0.16219677
4FGL J0359.4-0236 ,59.853,-2.6019,0.05741751,0.051814772
4FGL J0405.9+3041 ,61.49,30.6925,0.06029579,0.06281264
4FGL J0406.2+0639 ,61.5514,6.6524,0.05789453,0.055559196
4FGL J0407.7-5702 ,61.9327,-57.0359,0.064841986,0.07177199
4FGL J0409.2+2542 ,62.3144,25.7022,0.05473102,0.049894653
4FGL J0409.4-3822 ,62.3546,-38.3672,0.049218364,0.053283043
4FGL J0409.7+4006 ,62.4352,40.1091,0.14277074,0.1855456
4FGL J0413.1-0304 ,63.2979,-3.0761,0.10314925,0.10685063
4FGL J0414.3+4522 ,63.5964,45.3678,0.06403592,0.070580825
4FGL J0414.6+5711 ,63.6698,57.1883,0.037225723,0.03548374
4FGL J0414.7-4300 ,63.6977,-43.012,0.071709156,0.06957799
4FGL J0418.9+6636 ,64.7254,66.6001,0.021964386,0.023556225
4FGL J0423.0-0943 ,65.7512,-9.7194,0.06995701,0.07154682
4FGL J0426.5+5434 ,66.6306,54.5704,0.035992026,0.03361598
4FGL J0427.3+0504 ,66.8294,5.08,0.19260347,0.12186992
4FGL J0427.4+6433 ,66.8725,64.5588,0.22854695,0.20130195
4FGL J0427.8-6704 ,66.9577,-67.0818,0.032062326,0.033077747
4FGL J0427.9+3632 ,66.9813,36.5339,0.15027092,0.23435456
4FGL J0435.5+3232 ,68.8755,32.5492,0.047014333,0.045492664
4FGL J0436.2-0038 ,69.0504,-0.647,0.061481036,0.07935045
4FGL J0436.9+2915 ,69.2464,29.2565,0.043352913,0.045768283
4FGL J0438.0-7329 ,69.5241,-73.4849,0.036441997,0.035749562
4FGL J0438.2-4243 ,69.5524,-42.721,0.083307944,0.0716106
4FGL J0439.6-8322 ,69.9223,-83.3682,0.27471662,0.15649565
4FGL J0442.0-5432 ,70.5081,-54.543,0.07336614,0.072681695
4FGL J0442.8+3609 ,70.7103,36.164,0.08367937,0.08075905
4FGL J0444.8-3514 ,71.2061,-35.2348,0.08346375,0.101941414
4FGL J0445.7+1535 ,71.4362,15.5985,0.15497167,0.19168502
4FGL J0447.2+2446 ,71.8014,24.7701,0.095770605,0.102579124
4FGL J0448.7-2116 ,72.1949,-21.2813,0.09577735,0.09609373
4FGL J0452.9+5117 ,73.2452,51.2857,0.09513611,0.09538513
4FGL J0453.3+2843 ,73.334,28.7304,0.31992927,0.1796109
4FGL J0455.9+6757 ,73.9924,67.9588,0.059946932,0.049820345
4FGL J0456.3-1634 ,74.0782,-16.5759,0.047825098,0.046103906
4FGL J0459.7-5413 ,74.9287,-54.224,0.05482956,0.06051356
4FGL J0500.1+5447 ,75.0353,54.7843,0.12668614,0.10461568
4FGL J0500.9-6945e,75.25,-69.75,,
4FGL J0502.2+3016 ,75.5626,30.2752,0.052239195,0.05453107
4FGL J0506.1+5028 ,76.535,50.4712,0.05819453,0.043107394
4FGL J0506.3-0620 ,76.5982,-6.3367,0.13467032,0.14240228
4FGL J0509.2+5550 ,77.3192,55.8343,0.07323726,0.067048006
4FGL J0509.3-2917 ,77.35,-29.2916,0.08827451,0.114910506
4FGL J0512.3+3329 ,78.0817,33.4844,0.06385469,0.053573396
4FGL J0512.5-2201 ,78.1475,-22.0246,0.07390973,0.0866197
4FGL J0523.3-2527 ,80.8318,-25.4632,0.023368156,0.023540163
4FGL J0524.7-8304 ,81.1816,-83.0725,0.08478037,0.07305567
4FGL J0527.1+1152 ,81.7768,11.874,0.13571483,0.12309079
4FGL J0527.4+6647 ,81.8559,66.7982,0.035961963,0.03316003
4FGL J0529.1-2449 ,82.2775,-24.8232,0.20023456,0.21488452
4FGL J0529.9-0224 ,82.477,-2.4048,0.075043604,0.070452385
4FGL J0530.0-6900e,82.5,-69.0,,
4FGL J0531.7+1241 ,82.945,12.6888,0.12901281,0.15075527
4FGL J0531.8-6639e,82.97,-66.65,,
4FGL J0532.6+3358 ,83.1709,33.9832,0.16209237,0.24623924
4FGL J0533.6+5945 ,83.4175,59.7622,0.05675111,0.053664442
4FGL J0534.0+3746 ,83.5139,37.7713,0.12629873,0.16086605
4FGL J0535.1-5422 ,83.7837,-54.3819,0.09205254,0.10305703
4FGL J0535.3+0934 ,83.8408,9.5824,0.13689998,0.12910002
4FGL J0536.1-1205 ,84.0323,-12.0937,0.092996724,0.07741743
4FGL J0537.5+0959 ,84.3775,9.986,0.104830034,0.090756364
4FGL J0538.9+3549 ,84.7367,35.8283,0.117165275,0.10870487
4FGL J0539.2-6333 ,84.821,-63.5503,0.09478493,0.11816878
4FGL J0540.0-7552 ,85.0064,-75.8782,0.05376305,0.058442067
4FGL J0540.2+0655 ,85.0548,6.9167,0.058759157,0.049448583
4FGL J0540.6+5540 ,85.1745,55.6726,0.08877882,0.07750337
4FGL J0540.7+3611 ,85.1838,36.1997,0.09691322,0.10098734
4FGL J0542.4+3547 ,85.6081,35.7849,0.1515457,0.1332264
4FGL J0543.5-8741 ,85.8936,-87.6861,0.046136647,0.041354332
4FGL J0543.9-0418 ,85.9769,-4.3094,0.08953654,0.07563417
4FGL J0544.4+2238 ,86.1093,22.6418,0.124715,0.087421395
4FGL J0544.8+5209 ,86.217,52.1602,0.14121445,0.123543695
4FGL J0545.7+6016 ,86.4419,60.2704,0.024506288,0.025008239
4FGL J0545.8-0905 ,86.4557,-9.0951,0.037845004,0.03665687
4FGL J0546.5-1100 ,86.6423,-11.0127,0.22609533,0.2966235
4FGL J0550.5-4356 ,87.6293,-43.948,0.03780033,0.041899707
4FGL J0550.9+2552 ,87.7457,25.871,0.11611397,0.108966954
4FGL J0551.7+0446 ,87.9486,4.7782,0.1849853,0.19785492
4FGL J0552.0+2653 ,88.0035,26.8879,0.14314833,0.16419698
4FGL J0553.5+4810 ,88.3975,48.1726,0.18343243,0.19277745
4FGL J0553.6+0100 ,88.4044,1.0138,0.16119397,0.15169717
4FGL J0553.9-5048 ,88.4981,-50.8134,0.057841115,0.060311317
4FGL J0554.0-0839 ,88.5175,-8.6552,0.06229843,0.06450897
4FGL J0554.2-0259 ,88.5634,-2.9864,0.05542616,0.06597902
4FGL J0555.1+0150 ,88.7766,1.8468,0.09405599,0.1149055
4FGL J0557.5-4452 ,89.3777,-44.8696,0.18574736,0.2087742
4FGL J0558.1-2113 ,89.5291,-21.2266,0.05812386,0.061377417
4FGL J0601.0-1016 ,90.257,-10.2782,0.20213121,0.27233103
4FGL J0601.4-6057 ,90.3545,-60.9641,0.0878072,0.08319102
4FGL J0601.8+0445 ,90.4644,4.7642,0.24690354,0.30163246
4FGL J0602.8+6041 ,90.7229,60.6965,0.07663366,0.074639216
4FGL J0609.0+2136 ,92.2501,21.609,0.11903356,0.12252471
4FGL J0609.0+2006 ,92.2546,20.1032,0.13584888,0.14218283
4FGL J0609.5+1402 ,92.3996,14.0395,0.22252867,0.23889448
4FGL J0610.5+2047 ,92.6472,20.7993,0.20387813,0.21842188
4FGL J0610.7+1656 ,92.6761,16.946,0.14641802,0.17889558
4FGL J0610.8-4911 ,92.7142,-49.1837,0.07502059,0.095887505
4FGL J0611.4-4722 ,92.8538,-47.3828,0.081314094,0.124490805
4FGL J0611.5-2918 ,92.8982,-29.308,0.13248977,0.13343714
4FGL J0612.6+1520 ,93.1587,15.342,0.20498274,0.22447492
4FGL J0613.1+1749 ,93.2802,17.8219,0.089845635,0.095172964
4FGL J0614.9+2426 ,93.7394,24.4475,0.053561963,0.056747563
4FGL J0617.6-4028 ,94.4106,-40.4803,0.15089665,0.12753923
4FGL J0618.7+1211 ,94.6958,12.1837,0.19311413,0.18383102
4FGL J0618.9+2240 ,94.7352,22.6748,0.045390725,0.04168743
4FGL J0620.1+2246 ,95.0311,22.783,0.05967488,0.06693908
4FGL J0620.3+3804 ,95.0788,38.0812,0.0565737,0.053439945
4FGL J0620.4+1445 ,95.1083,14.7553,0.13068303,0.10460208
4FGL J0620.7-5034 ,95.1902,-50.574,0.059480492,0.058975518
4FGL J0622.5+3120 ,95.6475,31.3383,0.15645647,0.13026753
4FGL J0624.7-4903 ,96.1997,-49.0567,0.1530516,0.1280699
4FGL J0625.5+7029 ,96.3918,70.4972,0.042598538,0.0390787
4FGL J0629.6+2435 ,97.4084,24.5877,0.055898163,0.04950208
4FGL J0631.0+5626 ,97.7541,56.4494,0.05816199,0.06055562
4FGL J0633.9+5840 ,98.479,58.6801,0.07634156,0.0665788
4FGL J0634.6-3046 ,98.6669,-30.7708,0.21230969,0.21787384
4FGL J0640.9-5204 ,100.243,-52.0719,0.0567225,0.050811507
4FGL J0642.4+1048 ,100.6081,10.8135,0.13986179,0.17773761
4FGL J0642.9-6501 ,100.7261,-65.0237,0.10279397,0.08702444
4FGL J0648.6-3623 ,102.1611,-36.3915,0.19606309,0.12073973
4FGL J0649.3+2230 ,102.3396,22.5059,0.08996448,0.07943276
4FGL J0650.2-5144 ,102.5706,-51.7462,0.036160264,0.036176313
4FGL J0651.9-4330 ,102.9911,-43.5016,0.22206834,0.19611324
4FGL J0652.9+4707 ,103.2355,47.1259,0.100494154,0.079907365
4FGL J0655.4-2631 ,103.8659,-26.524,0.0593003,0.07429977
4FGL J0656.5+4218 ,104.1469,42.3139,0.055518806,0.064483814
4FGL J0657.4-4658 ,104.3598,-46.9802,0.060639802,0.058699016
4FGL J0658.7+2318 ,104.6808,23.3027,0.115874805,0.13459137
4FGL J0700.2-5118 ,105.0731,-51.3134,0.089281015,0.0800212
4FGL J0700.4-4308 ,105.1063,-43.1462,0.1780132,0.21460338
4FGL J0700.6+3558 ,105.1627,35.9739,0.06678332,0.06768565
4FGL J0700.8+1551 ,105.2066,15.8533,0.07691942,0.07281108
4FGL J0701.5-2842 ,105.3881,-28.7126,0.10229233,0.08054149
4FGL J0703.2+6809 ,105.8104,68.151,0.058753334,0.06575398
4FGL J0704.3-4829 ,106.0841,-48.4846,0.0393761,0.038838428
4FGL J0705.8-0004 ,106.457,-0.0687,0.10273747,0.11914775
4FGL J0708.6+1747 ,107.1659,17.7924,0.046670236,0.040863913
4FGL J0709.0+4304 ,107.2562,43.0755,0.04777098,0.045644097
4FGL J0709.1-1034 ,107.295,-10.5693,0.07147713,0.091590784
4FGL J0709.3+0540 ,107.3392,5.6788,0.062581904,0.057242263
4FGL J0712.0-6431 ,108.008,-64.5256,0.07372812,0.07679644
4FGL J0712.5+3311 ,108.1476,33.1893,0.05190676,0.050465222
4FGL J0712.8-5637 ,108.2134,-56.6311,0.17081244,0.22353542
4FGL J0713.5-2555 ,108.3789,-25.9309,0.073862895,0.072902486
4FGL J0715.7-1128 ,108.9266,-11.48,0.21394102,0.15903464
4FGL J0718.8-5004 ,109.7111,-50.0762,0.06378322,0.058926668
4FGL J0722.4-2650 ,110.6138,-26.8441,0.06517176,0.056056857
4FGL J0722.7-2309 ,110.6924,-23.1513,0.15393831,0.14790775
4FGL J0723.1-3048 ,110.7856,-30.8047,0.06049565,0.055403944
4FGL J0724.8+3016 ,111.205,30.2692,0.1146823,0.26971108
4FGL J0725.6-5008 ,111.4152,-50.139,0.042613782,0.04274243
4FGL J0725.7-0549 ,111.4493,-5.8193,0.0341219,0.03399921
4FGL J0727.4+5325 ,111.8687,53.4307,0.18166035,0.15290953
4FGL J0730.1+6852 ,112.5255,68.8799,0.092786096,0.08831984
4FGL J0731.0+6607 ,112.7743,66.1263,0.06312893,0.08287501
4FGL J0731.5-1910 ,112.892,-19.1709,0.16104537,0.16791096
4FGL J0734.3-4448 ,113.5959,-44.8145,0.054577574,0.053189937
4FGL J0736.9-3231 ,114.2396,-32.5303,0.072162665,0.06765404
4FGL J0737.4+6535 ,114.3737,65.5912,0.04337888,0.042340558
4FGL J0738.6+1311 ,114.656,13.1846,0.13515477,0.13066109
4FGL J0739.7+1743 ,114.9486,17.7233,0.08111318,0.10238955
4FGL J0740.4+7300 ,115.1108,73.0061,0.14320852,0.18142812
4FGL J0741.0-5226 ,115.2727,-52.4425,0.05528238,0.057800163
4FGL J0744.0-2525 ,116.0141,-25.432,0.026523974,0.02668181
4FGL J0744.4-1403 ,116.117,-14.0513,0.16872548,0.14522682
4FGL J0744.9-4028 ,116.2485,-40.4675,0.058901347,0.059117526
4FGL J0746.5-4113 ,116.6438,-41.2256,0.05800003,0.06616501
4FGL J0747.2-0736 ,116.8101,-7.6092,0.052573126,0.063871644
4FGL J0747.2+4529 ,116.8224,45.4988,0.124510154,0.13309167
4FGL J0749.0-3904 ,117.267,-39.0709,0.078380235,0.074797474
4FGL J0749.0-2956 ,117.2727,-29.948,0.045571014,0.043730233
4FGL J0749.8-4420 ,117.4688,-44.3445,0.09198749,0.080890045
4FGL J0752.0-2931 ,118.0134,-29.5264,0.089217685,0.09248295
4FGL J0754.9-3953 ,118.7409,-39.8951,0.052640826,0.045086525
4FGL J0755.9-0515 ,118.9794,-5.2618,0.124419846,0.11319834
4FGL J0758.8-1450 ,119.7005,-14.837,0.036817566,0.032792788
4FGL J0800.1-5531 ,120.043,-55.5264,0.071943685,0.089184284
4FGL J0800.5+3715 ,120.1428,37.2589,0.097396664,0.09670957
4FGL J0800.7-1059 ,120.1995,-10.9892,0.072829686,0.07617164
4FGL J0800.9+0733 ,120.2262,7.5509,0.048231017,0.053181473
4FGL J0801.3-0617 ,120.339,-6.2999,0.5383411,1.1840981
4FGL J0802.1-5612 ,120.5456,-56.2012,0.05126837,0.047698684
4FGL J0803.5+2046 ,120.8883,20.7678,0.15956007,0.17955792
4FGL J0805.8-2331 ,121.4651,-23.533,0.06575417,0.048797134
4FGL J0807.3-1954 ,121.8376,-19.916,0.08370575,0.12339609
4FGL J0809.8+0507 ,122.4532,5.1313,0.38941473,0.28097004
4FGL J0811.9+7847 ,122.9948,78.7843,0.139198,0.10724577
4FGL J0813.1-5049 ,123.2868,-50.8241,0.12461731,0.110394105
4FGL J0815.5+6554 ,123.8799,65.9,0.056894396,0.05919061
4FGL J0816.4-0007 ,124.122,-0.122,0.07924856,0.07726576
4FGL J0817.7-5258 ,124.4386,-52.9816,0.21363327,0.22278474
4FGL J0821.5-1436 ,125.3969,-14.6085,0.1251198,0.1214478
4FGL J0824.1-6004 ,126.0494,-60.0827,0.05272143,0.06601016
4FGL J0826.0-0157 ,126.5214,-1.9562,0.0839804,0.082394995
4FGL J0826.1-5053 ,126.5257,-50.8991,0.050450765,0.049449176
4FGL J0827.0-4111 ,126.768,-41.1858,0.038808607,0.04205309
4FGL J0827.6-0059 ,126.903,-0.9966,0.15282455,0.14994566
4FGL J0829.3+3729 ,127.3296,37.4958,0.30908993,0.22039925
4FGL J0829.7+5105 ,127.4324,51.0994,0.05744902,0.06575721
4FGL J0836.0-5458 ,129.024,-54.9698,0.10162027,0.12845093
4FGL J0836.6-6036 ,129.1688,-60.6022,0.07888511,0.076872826
4FGL J0836.9+5833 ,129.2386,58.557,0.080226995,0.066627
4FGL J0838.4-3952 ,129.6142,-39.8762,0.15083236,0.13976532
4FGL J0838.5+4013 ,129.6287,40.224,0.09428743,0.15699294
4FGL J0838.9-2502 ,129.728,-25.0357,0.11652527,0.16404891
4FGL J0840.6-3130 ,130.1515,-31.5001,0.14038825,0.15966702
4FGL J0843.3+6712 ,130.8481,67.2162,0.028490571,0.029669806
4FGL J0844.1-4330 ,131.0335,-43.515,0.12708677,0.12061396
4FGL J0844.9-4117 ,131.2473,-41.2962,0.1596727,0.109267555
4FGL J0848.8-4328 ,132.2109,-43.4731,0.07465862,0.0711138
4FGL J0849.5+2710 ,132.3822,27.1713,0.13256994,0.15960354
4FGL J0850.4-2558 ,132.6184,-25.9744,0.33183888,0.5582044
4FGL J0850.8-4239 ,132.7154,-42.6652,0.17575626,0.16993949
4FGL J0853.1-4407 ,133.2972,-44.128,0.19450833,0.14899446
4FGL J0853.6-4306 ,133.4193,-43.112,0.12212131,0.12307685
4FGL J0854.8-4504 ,133.7035,-45.0722,0.020636013,0.021387728
4FGL J0855.0+0720 ,133.7625,7.3464,0.14259954,0.17147394
4FGL J0855.0-6026 ,133.7701,-60.4449,0.074662976,0.09936343
4FGL J0857.7-4507 ,134.4336,-45.1205,0.11159536,0.08889143
4FGL J0859.2-4729 ,134.8042,-47.4883,0.050539307,0.06001916
4FGL J0859.3-4342 ,134.8271,-43.7125,0.07916242,0.09866994
4FGL J0859.8+0053 ,134.9543,0.8987,0.07412965,0.072035596
4FGL J0900.2-4608 ,135.0508,-46.1347,0.18211828,0.16745098
4FGL J0902.5-4727 ,135.6393,-47.4536,0.06178284,0.052850083
4FGL J0903.5+4057 ,135.8994,40.9621,0.051274154,0.05593212
4FGL J0906.1-1011 ,136.5361,-10.1945,0.059651416,0.053827595
4FGL J0906.8-2122 ,136.7046,-21.3724,0.09837802,0.08407823
4FGL J0910.1-1816 ,137.5335,-18.2684,0.061439473,0.0658793
4FGL J0910.9+6055 ,137.737,60.9243,0.102809966,0.110615574
4FGL J0911.6-4738 ,137.9166,-47.6403,0.05301752,0.052484978
4FGL J0914.5+6845 ,138.6465,68.7514,0.056607172,0.058314316
